角色票力排行榜 男子组
序号: [ 日期 | 小组名次 | 票数 ] 人物名称 - 作品名称
309: [ 2015-12-02 | 09 | 05014 ] 月咏(♂) - 银魂°
310: [ 2015-11-12 | 07 | 04976 ] 宫村虎之介 - 山田君与七个魔女
311: [ 2015-11-19 | 08 | 04976 ] 费里德·巴特利 - 终结的炽天使
312: [ 2015-11-22 | 10 | 04956 ] 海堂薰 - 新网球王子OVA vs Genius10
313: [ 2015-11-12 | 08 | 04915 ] 山崎宗介 - Free! TV未放送
314: [ 2015-11-01 | 07 | 04884 ] 轰力雷树 - 没有黄段子存在的无聊世界
315: [ 2015-12-05 | 12 | 04842 ] 小岛元太 - 名侦探柯南
316: [ 2015-12-01 | 08 | 04805 ] 撒旦先生 - 龙珠·超
317: [ 2015-11-23 | 09 | 04763 ] 菲尼安 - 黑执事 Book of Murder
318: [ 2015-11-14 | 11 | 04750 ] 千叶龙之介 - 暗杀教室
319: [ 2015-11-05 | 09 | 04745 ] 加斯帕·维拉迪 - 高校龙中龙D×D BorN
320: [ 2015-11-20 | 10 | 04737 ] 矶贝悠马 - 暗杀教室
321: [ 2015-11-30 | 10 | 04714 ] 那尔撒斯 - 亚尔斯兰战记
322: [ 2015-10-31 | 10 | 04593 ] 鲁邦三世 - 鲁邦三世剧场版 次元大介的墓碑
323: [ 2015-11-07 | 14 | 04579 ] 坂木 - 宠物小精灵XY
324: [ 2015-11-30 | 11 | 04531 ] 有马贵将 - 东京食尸鬼【JACK】
325: [ 2015-11-04 | 10 | 04526 ] 千早群像 - 苍蓝钢铁的琶音DC
326: [ 2015-11-04 | 11 | 04501 ] 树濑望 - 关于完全听不懂老公在说什么的事
327: [ 2015-11-23 | 10 | 04498 ] 松冈正宗 - 青春×机关枪
328: [ 2015-11-24 | 10 | 04493 ] 和泉隼斗 - 老婆是学生会长
329: [ 2015-12-02 | 10 | 04445 ] 安室透 - 名侦探柯南
330: [ 2015-11-13 | 12 | 04435 ] 高瑟 - 七大罪
331: [ 2015-11-28 | 11 | 04431 ] 莱德 - 翠星的加尔刚蒂亚OVA
332: [ 2015-11-24 | 11 | 04412 ] 德里寇 - 黑街
333: [ 2015-11-28 | 12 | 04391 ] 猿飞菖蒲(♂) - 银魂°
334: [ 2015-11-02 | 11 | 04364 ] 东城步 - 银魂°
335: [ 2015-11-12 | 09 | 04334 ] 余市健彦 - 潜行吧奈亚子F
336: [ 2015-11-11 | 09 | 04333 ] 鹿矛围桐斗 - 心理测量者 第二季
337: [ 2015-11-19 | 09 | 04310 ] 柊深夜 - 终结的炽天使
338: [ 2015-11-03 | 10 | 04271 ] 地场卫 - 美少女战士Crystal
339: [ 2015-11-19 | 10 | 04260 ] 让·基尔希斯坦 - 进击的巨人剧场版
340: [ 2015-11-20 | 11 | 04241 ] 射手座艾俄洛斯 - 圣斗士星矢 黄金魂
341: [ 2015-10-31 | 11 | 04228 ] 季夏(白龙) - 晨曦公主
342: [ 2015-11-13 | 13 | 04226 ] 双子座撒加 - 圣斗士星矢 黄金魂
343: [ 2015-11-26 | 07 | 04172 ] 迪米乌哥斯 - OVERLORD
344: [ 2015-11-24 | 12 | 04154 ] 出木衫 - 哆啦A梦
345: [ 2015-11-13 | 14 | 04067 ] 汉斯·翰普缇 - 六花的勇者
346: [ 2015-11-12 | 10 | 04057 ] 双鱼座阿布罗狄 - 圣斗士星矢 黄金魂
347: [ 2015-11-03 | 11 | 04053 ] 月岛萤 - 排球少年剧场版
348: [ 2015-11-11 | 10 | 04037 ] 宇佐见秋彦 - 纯情罗曼史3
349: [ 2015-11-16 | 07 | 04035 ] 高桥美咲 - 纯情罗曼史3
350: [ 2015-11-25 | 11 | 03990 ] 马卡罗夫·朵勒阿 - 妖精的尾巴 第二季
351: [ 2015-11-14 | 12 | 03973 ] 欧比 - 赤发白雪姬
352: [ 2015-11-19 | 11 | 03962 ] 影山飞雄 - 排球少年剧场版
353: [ 2015-11-29 | 07 | 03933 ] 奇拉比 - 火影忍者 疾风传
354: [ 2015-11-08 | 10 | 03931 ] 多古·血槌 - 血界战线
355: [ 2015-12-04 | 09 | 03916 ] 幸村精市 - 新网球王子OVA vs Genius10
356: [ 2015-12-01 | 09 | 03894 ] 谷风长道 - 希德尼娅的骑士 第二季
357: [ 2015-11-26 | 08 | 03875 ] 乾贞治 - 新网球王子OVA vs Genius10
358: [ 2015-11-29 | 08 | 03840 ] 宫前剑 - 月刊少女野崎君OVA
359: [ 2015-11-22 | 11 | 03796 ] 丸井善二 - 食戟之灵
360: [ 2015-11-22 | 12 | 03789 ] 信乐 - 银仙
361: [ 2015-11-30 | 12 | 03749 ] 雨宫龙胆 - 噬神者
362: [ 2015-11-18 | 09 | 03700 ] 水瓶座卡妙 - 圣斗士星矢 黄金魂
363: [ 2015-11-04 | 12 | 03684 ] 佐田恭也 - 狼少女与黑王子
364: [ 2015-11-10 | 07 | 03683 ] 比鲁斯 - 龙珠·超
365: [ 2015-11-08 | 11 | 03646 ] 葛原金之助 - 无头骑士异闻录×2 承
366: [ 2015-11-30 | 13 | 03621 ] 河上万齐 - 银魂°
367: [ 2015-11-06 | 13 | 03614 ] 西谷夕 - 排球少年剧场版
368: [ 2015-11-28 | 13 | 03612 ] 马渕洸 - 青春之旅OAD
369: [ 2015-11-28 | 14 | 03602 ] 奇夫 - 亚尔斯兰战记
370: [ 2015-11-16 | 08 | 03600 ] 直继 - 记录的地平线 第二季
371: [ 2015-11-09 | 10 | 03598 ] 桐生一 - 日常系的异能战斗
372: [ 2015-11-20 | 12 | 03585 ] 黑沼青叶 - 无头骑士异闻录×2 承
373: [ 2015-12-04 | 10 | 03577 ] 高桥凉介 - 头文字D 新剧场版
374: [ 2015-11-28 | 15 | 03574 ] 油女志乃 - 火影忍者 疾风传
375: [ 2015-11-12 | 11 | 03558 ] 膝丸灯 - 火星异种
376: [ 2015-11-12 | 12 | 03555 ] 浪越 - 乱步奇谭 Game of Laplace
377: [ 2015-12-01 | 10 | 03514 ] 佐藤正男 - 蜡笔小新2014剧场版
378: [ 2015-11-02 | 12 | 03512 ] 椎叶水树 - 纯情罗曼史3
379: [ 2015-11-10 | 08 | 03509 ] 扎克 - 可塑性记忆
380: [ 2015-10-31 | 12 | 03487 ] 织斑一夏 - IS2 OVA 世界清洗篇
381: [ 2015-11-18 | 10 | 03479 ] 榊游矢 - 游戏王ARC-V
382: [ 2015-11-25 | 12 | 03472 ] 赛门·布里兹涅夫 - 无头骑士异闻录×2 承
383: [ 2015-11-21 | 12 | 03468 ] 灰村诸叶 - 圣剑使的禁咒咏唱
384: [ 2015-11-17 | 09 | 03458 ] 宗次郎·势田 - 记录的地平线 第二季
385: [ 2015-11-06 | 14 | 03458 ] 高桥启介 - 头文字D 新剧场版
386: [ 2015-11-13 | 15 | 03445 ] 龙崎怜 - Free! TV未放送
387: [ 2015-11-11 | 11 | 03440 ] 安堂丽治 - 监狱学园
388: [ 2015-11-07 | 15 | 03421 ] 菊池冬马 - 青春之旅OAD
389: [ 2015-11-08 | 12 | 03419 ] 六道轮回 - 境界之轮回
390: [ 2015-11-23 | 11 | 03417 ] 兰 - 斩·赤红之瞳
391: [ 2015-11-27 | 07 | 03409 ] 木场祐斗 - 高校龙中龙D×D BorN
392: [ 2015-12-04 | 11 | 03403 ] 蜘蛛侠 - 天雷争霸 复仇者联盟
393: [ 2015-12-04 | 12 | 03391 ] 伊月俊 - 黑子的篮球 第三季
394: [ 2015-11-17 | 10 | 03380 ] 木吉铁平 - 黑子的篮球 第三季
395: [ 2015-11-14 | 13 | 03346 ] 七野 - 夏洛特
396: [ 2015-12-01 | 11 | 03340 ] 冢本秀一 - 吹响！上低音号
397: [ 2015-11-10 | 09 | 03340 ] 荒木光太郎 - 电波教师
398: [ 2015-11-18 | 11 | 03317 ] 砂川诚 - 俺物语
399: [ 2015-12-02 | 11 | 03306 ] 圆谷光彦 - 名侦探柯南
400: [ 2015-11-23 | 12 | 03299 ] 笠松幸男 - 黑子的篮球 第三季
401: [ 2015-11-17 | 11 | 03291 ] 加贺美 - 乱步奇谭 Game of Laplace
402: [ 2015-11-23 | 13 | 03263 ] 界王神 - 龙珠改 魔人布欧篇
403: [ 2015-11-22 | 13 | 03235 ] 中森银三 - 魔术快斗1412
404: [ 2015-11-04 | 13 | 03225 ] 大野木 - 火影忍者 疾风传
405: [ 2015-11-01 | 08 | 03209 ] 菅原孝支 - 排球少年剧场版
406: [ 2015-12-01 | 12 | 03191 ] 和泉小太郎 - Hybrid Child
407: [ 2015-11-21 | 13 | 03189 ] 调酒师 - 电器街的漫画店
408: [ 2015-11-26 | 09 | 03180 ] 前泊 - 夏洛特
409: [ 2015-11-08 | 13 | 03169 ] 弦亚(青龙) - 晨曦公主
410: [ 2015-11-22 | 14 | 03163 ] 孤爪研磨 - 排球少年剧场版
411: [ 2015-11-11 | 12 | 03146 ] 游吾 - 游戏王ARC-V
412: [ 2015-12-03 | 12 | 03144 ] 真红·和泉 - DOG DAYS 第三季
413: [ 2015-11-05 | 10 | 03133 ] 查尔斯·格雷 - 黑执事 Book of Murder
414: [ 2015-11-14 | 14 | 03128 ] 彼方·英司 - 空战魔导士候补生的教官
415: [ 2015-11-28 | 16 | 03124 ] 六条千景 - 无头骑士异闻录×2 承
416: [ 2015-11-03 | 12 | 03113 ] 空闲游真 - 境界触发者
417: [ 2015-12-03 | 13 | 03111 ] 天秤座童虎 - 圣斗士星矢 黄金魂
418: [ 2015-12-01 | 13 | 03101 ] 德基姆 - 死亡游行
419: [ 2015-11-12 | 13 | 03100 ] 次元大介 - 鲁邦三世剧场版 次元大介的墓碑
420: [ 2015-11-03 | 13 | 03097 ] 卡缪 - 歌之王子殿下 第三季
421: [ 2015-11-10 | 10 | 03064 ] 游斗 - 游戏王ARC-V
422: [ 2015-11-29 | 09 | 03051 ] 苍叶 - 戏剧性谋杀 TV未放送
423: [ 2015-11-05 | 11 | 03039 ] 二宫时雨 - 御神乐学园组曲
424: [ 2015-11-01 | 09 | 03037 ] 木下诚一 - 白箱
425: [ 2015-11-27 | 08 | 03022 ] 濑名泉水 - 恋爱舞台OVA
426: [ 2015-11-11 | 13 | 02998 ] 三国 - 我家浴缸的二三事
427: [ 2015-10-31 | 13 | 02998 ] 岸谷森严 - 无头骑士异闻录×2 承
428: [ 2015-11-08 | 14 | 02990 ] 城崎 - 我们大家的河合庄
429: [ 2015-11-26 | 10 | 02971 ] 天蝎座米罗 - 圣斗士星矢 黄金魂
430: [ 2015-12-03 | 14 | 02949 ] 克拉斯提 - 记录的地平线 第二季
431: [ 2015-11-26 | 11 | 02936 ] 死侍 - 天雷争霸 复仇者联盟
432: [ 2015-11-26 | 12 | 02935 ] 伊丹耀司 - GATE奇幻自卫队
433: [ 2015-11-29 | 10 | 02925 ] 刚田猛男 - 俺物语
434: [ 2015-11-18 | 12 | 02888 ] 小金井慎二 - 黑子的篮球 第三季
435: [ 2015-12-04 | 13 | 02861 ] 根津让二 - 监狱学园
436: [ 2015-11-24 | 13 | 02837 ] 悠 - 晨曦公主
437: [ 2015-12-02 | 12 | 02826 ] 阿呆 - 蜡笔小新2014剧场版
438: [ 2015-11-08 | 15 | 02821 ] 观月初 - 新网球王子OVA vs Genius10
439: [ 2015-11-08 | 16 | 02787 ] 紫云院素良 - 游戏王ARC-V
440: [ 2015-12-01 | 14 | 02780 ] 米哈伊尔 - 黑街
441: [ 2015-11-29 | 11 | 02777 ] 小山力也 - 那就是声优
442: [ 2015-11-17 | 12 | 02776 ] 山田 - 关于完全听不懂老公在说什么的事
443: [ 2015-11-12 | 14 | 02768 ] 九头龙京摩 - 御神乐学园组曲
444: [ 2015-11-01 | 10 | 02765 ] 学院长 - 七人魔法使
445: [ 2015-11-15 | 07 | 02754 ] 忌布基 - ChaosDragon赤龙战役
446: [ 2015-11-22 | 15 | 02731 ] 伦迪浩斯 - 记录的地平线 第二季
447: [ 2015-11-03 | 14 | 02716 ] 后藤 - 寄生兽 生命的准则
448: [ 2015-11-15 | 08 | 02710 ] 阿道夫·莱因哈德 - 火星异种
449: [ 2015-12-05 | 13 | 02709 ] 四木春也 - 无头骑士异闻录×2 承
450: [ 2015-11-08 | 17 | 02707 ] 朝日奈弥 - 兄弟战争OVA
451: [ 2015-11-08 | 18 | 02704 ] 索玛·阿斯曼加达尔 - 黑执事 Book of Murder
452: [ 2015-11-03 | 15 | 02697 ] 降旗光树 - 黑子的篮球 第三季
453: [ 2015-11-13 | 16 | 02696 ] 藤原文太 - 头文字D 新剧场版
454: [ 2015-11-15 | 09 | 02692 ] 藤本高虎 - 青春×机关枪
455: [ 2015-11-12 | 15 | 02689 ] 风澄彻 - 枪神斯托拉塔斯
456: [ 2015-11-10 | 11 | 02643 ] 苏·哈克 - 晨曦公主
457: [ 2015-11-15 | 10 | 02640 ] 高卢·加雷特·德·罗瓦 - DOG DAYS 第三季
458: [ 2015-11-01 | 11 | 02632 ] 花濑薰 - 玉子市场 剧场版
459: [ 2015-11-05 | 12 | 02631 ] 渡草三郎 - 无头骑士异闻录×2 承
460: [ 2015-11-10 | 12 | 02628 ] 前原阳斗 - 暗杀教室
461: [ 2015-12-03 | 15 | 02625 ] 杰克·阿特拉斯 - 游戏王ARC-V
462: [ 2015-11-04 | 14 | 02614 ] 库利亚 - 戏剧性谋杀 TV未放送
463: [ 2015-11-16 | 09 | 02593 ] 笕京太郎 - 大图书馆的牧羊人
464: [ 2015-12-04 | 14 | 02573 ] 御子柴百太郎 - Free! TV未放送
465: [ 2015-11-04 | 15 | 02564 ] 山田桐生 - 迷糊餐厅 第三季
466: [ 2015-11-09 | 11 | 02560 ] 一之濑时矢 - 歌之王子殿下 第三季
467: [ 2015-11-13 | 17 | 02541 ] 盗贼山惠 - 如果折断她的旗OAD
468: [ 2015-11-03 | 16 | 02501 ] 鸣子章吉 - 飙速宅男 第二季
469: [ 2015-11-26 | 13 | 02498 ] 艾 - 火影忍者 疾风传
470: [ 2015-11-27 | 09 | 02496 ] 绿永将 - 青春×机关枪
471: [ 2015-11-28 | 17 | 02436 ] 翠郎 - 元气少女缘结神 第二季
472: [ 2015-11-10 | 13 | 02423 ] 波鲁斯 - 斩·赤红之瞳
473: [ 2015-12-02 | 13 | 02418 ] 耶拉姆 - 亚尔斯兰战记
474: [ 2015-11-18 | 13 | 02395 ] 雾仁(恶罗王) - 元气少女缘结神 第二季
475: [ 2015-11-06 | 15 | 02391 ] 大黑 - 甘城光辉游乐园
476: [ 2015-11-16 | 10 | 02387 ] 白石藏之介 - 新网球王子OVA vs Genius10
477: [ 2015-12-03 | 16 | 02381 ] 鉴纯一郎 - 电波教师
478: [ 2015-11-04 | 16 | 02376 ] 真田弦一郎 - 新网球王子OVA vs Genius10
479: [ 2015-11-16 | 11 | 02376 ] 鞍马 - 元气少女缘结神 第二季
480: [ 2015-11-18 | 14 | 02373 ] 矢雾诚二 - 无头骑士异闻录×2 承
481: [ 2015-11-07 | 16 | 02371 ] 皆城总士 - 苍穹之法芙娜EXODUS
482: [ 2015-11-03 | 17 | 02369 ] 马科斯·艾琳古拉德·加西亚 - 火星异种
483: [ 2015-11-17 | 13 | 02356 ] 御影 - 元气少女缘结神 第二季
484: [ 2015-11-07 | 17 | 02353 ] 冲田十三 - 宇宙战舰大和号2199 追忆的航海
485: [ 2015-11-26 | 14 | 02351 ] 塔斯克 - CROSSANGE 天使与龙的轮舞
486: [ 2015-11-15 | 11 | 02337 ] 圣川真斗 - 歌之王子殿下 第三季
487: [ 2015-11-09 | 12 | 02330 ] 镰本力夫 - K MISSING KINGS
488: [ 2015-11-03 | 18 | 02315 ] 天户岳 - 干支魂
489: [ 2015-11-11 | 14 | 02297 ] 叶月 - Hybrid Child
490: [ 2015-11-24 | 14 | 02297 ] 落合达也 - 白箱
491: [ 2015-11-17 | 14 | 02292 ] 月岛 - Hybrid Child
492: [ 2015-12-02 | 14 | 02290 ] 史蒂芬·A·斯塔菲斯 - 血界战线
493: [ 2015-11-23 | 14 | 02287 ] 摩羯座修罗 - 圣斗士星矢 黄金魂
494: [ 2015-12-02 | 15 | 02277 ] 约修亚 - Falcom学园SC
495: [ 2015-11-14 | 15 | 02253 ] 黑崎兰丸 - 歌之王子殿下 第三季
496: [ 2015-11-09 | 13 | 02240 ] 切原赤也 - 新网球王子OVA vs Genius10
497: [ 2015-12-03 | 17 | 02232 ] 濑川祐太 - 要听爸爸的话OAD
498: [ 2015-11-17 | 15 | 02230 ] 拉克斯·维尔特 - 终结的炽天使
499: [ 2015-11-05 | 13 | 02222 ] JOKER - 怪盗JOKER
500: [ 2015-11-10 | 14 | 02222 ] 柊暮人 - 终结的炽天使
501: [ 2015-11-08 | 19 | 02220 ] 经纪夫 - 黑白小姐 第二季
502: [ 2015-11-12 | 16 | 02214 ] 洛基 - 圣斗士星矢 黄金魂
503: [ 2015-12-03 | 18 | 02211 ] 薙切仙左卫门 - 食戟之灵
504: [ 2015-11-15 | 12 | 02205 ] 神宫寺莲 - 歌之王子殿下 第三季
505: [ 2015-11-07 | 18 | 02172 ] 杉江茂 - 白箱
506: [ 2015-11-10 | 15 | 02156 ] 樱田修 - 城下町的蒲公英
507: [ 2015-11-14 | 16 | 02155 ] 鬼灯水月 - 火影忍者 疾风传
508: [ 2015-11-26 | 15 | 02134 ] 雾羽渚 - 教室危机
509: [ 2015-11-18 | 15 | 02132 ] 河村隆 - 新网球王子OVA vs Genius10
510: [ 2015-11-28 | 18 | 02119 ] 克罗里·尤斯福德 - 终结的炽天使
511: [ 2015-11-24 | 15 | 02109 ] 重吾 - 火影忍者 疾风传
512: [ 2015-11-08 | 20 | 02107 ] 卷岛裕介 - 飙速宅男 第二季
513: [ 2015-12-03 | 19 | 02106 ] 监督 - 电器街的漫画店
514: [ 2015-11-28 | 19 | 02098 ] 美风蓝 - 歌之王子殿下 第三季
515: [ 2015-11-19 | 12 | 02094 ] 托鲁·亚裘拉 - 棺姬嘉依卡 第二季
516: [ 2015-11-24 | 16 | 02090 ] 瓦利 - 高校龙中龙D×D BorN
517: [ 2015-11-01 | 12 | 02080 ] 美国队长 - 天雷争霸 复仇者联盟
518: [ 2015-11-03 | 19 | 02078 ] X教授 - 天雷争霸 复仇者联盟
519: [ 2015-11-17 | 16 | 02075 ] 光秀 - 赤发白雪姬
520: [ 2015-12-01 | 15 | 02071 ] 制作人(赤羽根健治) - 偶像大师剧场版
521: [ 2015-11-22 | 16 | 02070 ] 高桥孝浩 - 纯情罗曼史3
522: [ 2015-11-30 | 14 | 02063 ] 物部悠 - 铳皇无尽的法夫纳
523: [ 2015-11-15 | 13 | 02060 ] 地纹明日汰 - 世界征服谋略之星OVA
524: [ 2015-11-10 | 16 | 02050 ] 樱井良 - 黑子的篮球 第三季
525: [ 2015-11-09 | 14 | 02044 ] 信·日向·夏英格 - CodeGeass亡国的阿基德
526: [ 2015-11-07 | 19 | 02036 ] 圆堂守 - 闪电十一人剧场版 超次元梦幻比赛
527: [ 2015-12-04 | 15 | 02020 ] 黑木智贵 - 丧女 TV未放送
528: [ 2015-11-04 | 17 | 02010 ] 朝日奈梓 - 兄弟战争OVA
529: [ 2015-11-08 | 21 | 01996 ] 福井健介 - 黑子的篮球 第三季
530: [ 2015-11-26 | 16 | 01993 ] 藤木浩太 - 噬神者
531: [ 2015-11-30 | 15 | 01991 ] 宇佐和成 - 我们大家的河合庄
532: [ 2015-11-04 | 18 | 01989 ] 亚久津仁 - 新网球王子OVA vs Genius10
533: [ 2015-11-15 | 14 | 01971 ] 一条龙马 - 恋爱舞台OVA
534: [ 2015-11-15 | 15 | 01965 ] 翟鹤(绿龙) - 晨曦公主
535: [ 2015-11-17 | 17 | 01955 ] 前野蜜也 - 月刊少女野崎君OVA
536: [ 2015-11-11 | 15 | 01952 ] 月宫林檎 - 歌之王子殿下 第三季
537: [ 2015-12-01 | 16 | 01947 ] 克罗·霍根 - 游戏王ARC-V
538: [ 2015-11-30 | 16 | 01943 ] 旗立飒太 - 如果折断她的旗OAD
539: [ 2015-12-03 | 20 | 01937 ] 马可·阿德里亚诺 - 黑街
540: [ 2015-11-12 | 17 | 01931 ] 宇田守 - 寄生兽 生命的准则
541: [ 2015-11-04 | 19 | 01928 ] 虹村修造 - 黑子的篮球 第三季
542: [ 2015-11-28 | 20 | 01927 ] 艾尔夫曼·斯特劳斯 - 妖精的尾巴 第二季
543: [ 2015-12-05 | 14 | 01923 ] 道格 - 黑街
544: [ 2015-11-18 | 16 | 01923 ] 一十木音也 - 歌之王子殿下 第三季
545: [ 2015-11-24 | 17 | 01923 ] 真田幸村 - 战国无双
546: [ 2015-11-20 | 13 | 01916 ] 及川彻 - 排球少年剧场版
547: [ 2015-11-10 | 17 | 01907 ] 渡边隼 - 白箱
548: [ 2015-11-03 | 20 | 01889 ] 中里毅 - 头文字D 新剧场版
549: [ 2015-11-02 | 13 | 01884 ] 今吉翔一 - 黑子的篮球 第三季
550: [ 2015-11-05 | 14 | 01880 ] 仲野晴辉 - 群居姐妹
551: [ 2015-11-22 | 17 | 01875 ] 凑 - 放学后的昴星团
552: [ 2015-11-05 | 15 | 01874 ] 田中汤姆 - 无头骑士异闻录×2 承
553: [ 2015-12-01 | 17 | 01867 ] 维斯 - 龙珠·超
554: [ 2015-11-09 | 15 | 01867 ] 寺井黄之助 - 魔术快斗1412
555: [ 2015-11-09 | 16 | 01845 ] 鹰巢 - 我家浴缸的二三事
556: [ 2015-11-16 | 12 | 01841 ] 田中 - 黑执事 Book of Murder
557: [ 2015-12-05 | 15 | 01823 ] 苏芳 - 晨曦公主
558: [ 2015-11-01 | 13 | 01810 ] 朝日奈椿 - 兄弟战争OVA
559: [ 2015-10-31 | 14 | 01809 ] 田中龙之介 - 排球少年剧场版
560: [ 2015-11-10 | 18 | 01792 ] 忍足侑士 - 新网球王子OVA vs Genius10
561: [ 2015-12-02 | 16 | 01789 ] 泽诺(黄龙) - 晨曦公主
562: [ 2015-11-29 | 12 | 01782 ] 伊达政宗 - 战国无双
563: [ 2015-11-04 | 20 | 01778 ] 卡斯巴尔·雷姆·戴肯(夏亚) - 机动战士高达THE ORIGIN
564: [ 2015-11-17 | 18 | 01769 ] 黑咲隼 - 游戏王ARC-V
565: [ 2015-12-02 | 17 | 01753 ] 樱宏志(小丸子的爸爸) - 樱桃小丸子 第二季
566: [ 2015-12-04 | 16 | 01741 ] 小野田坂道 - 飙速宅男 第二季
567: [ 2015-11-09 | 17 | 01741 ] 结城理 - 女神异闻录3剧场版
568: [ 2015-11-15 | 16 | 01732 ] 结城达也 - 敢达创战者TRY
569: [ 2015-12-05 | 16 | 01724 ] 朝日奈琉生 - 兄弟战争OVA
570: [ 2015-11-19 | 13 | 01714 ] 黑田 - Hybrid Child
571: [ 2015-11-15 | 17 | 01712 ] 丹尼尔·蒙洛 - 黑街
572: [ 2015-12-03 | 21 | 01708 ] 阎魔大王 - 鬼灯的冷彻OAD
573: [ 2015-11-23 | 15 | 01704 ] 山口忠 - 排球少年剧场版
574: [ 2015-11-22 | 18 | 01704 ] 真柴阳平 - 迷糊餐厅 第三季
575: [ 2015-11-07 | 20 | 01692 ] 井濑纯也 - 敢达创战者TRY
576: [ 2015-11-01 | 14 | 01691 ] 浩克 - 天雷争霸 复仇者联盟
577: [ 2015-11-22 | 19 | 01685 ] 泉一之 - 寄生兽 生命的准则
578: [ 2015-11-23 | 16 | 01681 ] 杂贺让二 - 心理测量者 第二季
579: [ 2015-11-07 | 21 | 01678 ] 峰岸透 - 迷糊餐厅 第三季
580: [ 2015-11-26 | 17 | 01678 ] 二郎 - 元气少女缘结神 第二季
581: [ 2015-11-03 | 21 | 01667 ] 高梨太郎 - 白箱
582: [ 2015-11-05 | 16 | 01665 ] 韦尔夫·克洛佐 - 在地下城寻求邂逅是否搞错了什么
583: [ 2015-11-27 | 10 | 01664 ] 真壁一骑 - 苍穹之法芙娜EXODUS
584: [ 2015-11-29 | 13 | 01658 ] 丁格 - 乐园追放
585: [ 2015-11-18 | 17 | 01657 ] 巨蟹座迪斯马斯克 - 圣斗士星矢 黄金魂
586: [ 2015-11-17 | 19 | 01653 ] 泽渡慎吾 - 游戏王ARC-V
587: [ 2015-11-28 | 21 | 01650 ] 音尾兵吾 - 迷糊餐厅 第三季
588: [ 2015-11-05 | 17 | 01631 ] 李·耿恩 - 记录的地平线 第二季
589: [ 2015-11-24 | 18 | 01627 ] 平冈大辅 - 白箱
590: [ 2015-11-07 | 22 | 01625 ] 库鲁特欧 - ALDNOAH ZERO 第二季
591: [ 2015-11-28 | 22 | 01623 ] 来栖翔 - 歌之王子殿下 第三季
592: [ 2015-11-17 | 20 | 01621 ] 康尼·斯普林格 - 进击的巨人剧场版
593: [ 2015-12-03 | 22 | 01621 ] 诺伊兹 - 戏剧性谋杀 TV未放送
594: [ 2015-11-08 | 22 | 01610 ] 瓦雷利亚·卡尔巴多斯 - DOG DAYS 第三季
595: [ 2015-11-06 | 16 | 01599 ] 德川和也 - 新网球王子OVA vs Genius10
596: [ 2015-11-22 | 20 | 01588 ] 银·佛尔帕斯塔 - 妖精的尾巴 第二季
597: [ 2015-11-29 | 14 | 01580 ] 海雄 - 电器街的漫画店
598: [ 2015-11-02 | 14 | 01578 ] 希特隆 - 宠物小精灵XY
599: [ 2015-11-13 | 18 | 01575 ] 藤堂进之介 - 纯情罗曼史3
600: [ 2015-11-14 | 17 | 01550 ] 赤间游兔 - 御神乐学园组曲
601: [ 2015-11-25 | 13 | 01550 ] 美剑咲夜 - 学园Handsome OVA
602: [ 2015-11-28 | 23 | 01546 ] 仁王雅治 - 新网球王子OVA vs Genius10
603: [ 2015-12-01 | 18 | 01538 ] 朝日奈风斗 - 兄弟战争OVA
604: [ 2015-11-09 | 18 | 01529 ] 伊万·佩雷佩尔金那 - 火星异种
605: [ 2015-11-01 | 15 | 01508 ] 红雀 - 戏剧性谋杀 TV未放送
606: [ 2015-11-20 | 14 | 01500 ] 水户部凛之助 - 黑子的篮球 第三季
607: [ 2015-11-28 | 24 | 01499 ] 金牛座阿鲁迪巴 - 圣斗士星矢 黄金魂
608: [ 2015-11-05 | 18 | 01498 ] 康斯坦斯 - 可塑性记忆
609: [ 2015-10-31 | 15 | 01496 ] 成濑幸也 - CodeGeass亡国的阿基德
610: [ 2015-11-09 | 19 | 01496 ] 比泉秋名 - 夜樱四重奏OAD
611: [ 2015-11-09 | 20 | 01491 ] 柚子 - Hybrid Child
612: [ 2015-11-02 | 15 | 01490 ] 黑尾铁朗 - 排球少年剧场版
613: [ 2015-11-01 | 16 | 01473 ] 拉冀 - 赤发白雪姬
614: [ 2015-11-24 | 19 | 01468 ] 赤马零儿 - 游戏王ARC-V
615: [ 2015-11-27 | 11 | 01461 ] 豪泽尔 - 七大罪
616: [ 2015-11-26 | 18 | 01457 ] 箱根有基 - 美男高校地球防卫部LOVE
617: [ 2015-12-02 | 18 | 01455 ] 若本真吾 - 监狱学园
618: [ 2015-11-21 | 14 | 01452 ] 亚瑟·本多拉贡 - 七大罪
619: [ 2015-11-19 | 14 | 01433 ] 周瑜公瑾 - 一骑当千 Extravaganza Epoch
620: [ 2015-11-19 | 15 | 01428 ] 游里 - 游戏王ARC-V
621: [ 2015-11-19 | 16 | 01425 ] 中村 - 乱步奇谭 Game of Laplace
622: [ 2015-12-01 | 19 | 01419 ] 银河万丈 - 那就是声优
623: [ 2015-12-05 | 17 | 01414 ] 前田敦博 - TARI TARI OVA
624: [ 2015-10-31 | 16 | 01414 ] 席尔梅斯 - 亚尔斯兰战记
625: [ 2015-11-04 | 21 | 01410 ] 斯瓦罗·克拉茨瓦利 - ChaosDragon赤龙战役
626: [ 2015-11-30 | 17 | 01400 ] 阿格尼 - 黑执事 Book of Murder
