角色票力排行榜 女子组
序号: [ 日期 | 小组名次 | 票数 ] 人物名称 - 作品名称
319: [ 2015-11-22 | 10 | 05296 ] 松冈江 - Free! TV未放送
320: [ 2015-11-16 | 08 | 05236 ] 成濑万理亚 - 新妹魔王的契约者
321: [ 2015-11-05 | 10 | 05213 ] 韩吉·佐耶 - 进击的巨人剧场版
322: [ 2015-11-11 | 08 | 05174 ] 若狭悠里 - 学园孤岛
323: [ 2015-11-30 | 08 | 05157 ] 吉川千夏 - 摇曳百合OVA
324: [ 2015-11-12 | 09 | 05072 ] 蓝猫 - 黑执事 Book of Murder
325: [ 2015-11-12 | 10 | 05034 ] 岛村卯月 - 偶像大师 灰姑娘女孩
326: [ 2015-11-28 | 10 | 05034 ] 野原向日葵(小葵) - 蜡笔小新2014剧场版
327: [ 2015-12-03 | 09 | 05032 ] 菲尔·尼尔巴连 - 游戏人生OVA
328: [ 2015-11-24 | 11 | 05031 ] 朱毕安·罗克丝 - 妖精的尾巴 第二季
329: [ 2015-11-23 | 07 | 05007 ] 鹤屋学姐 - 小长门有希的消失
330: [ 2015-11-01 | 06 | 05007 ] 川内 - 舰队collection
331: [ 2015-12-05 | 11 | 04985 ] 河合律 - 我们大家的河合庄
332: [ 2015-11-10 | 09 | 04985 ] 米希奥蕾·F·比斯科迪 - DOG DAYS 第三季
333: [ 2015-11-02 | 10 | 04983 ] 穗波玉(小玉) - 樱桃小丸子 第二季
334: [ 2015-11-19 | 11 | 04836 ] 桃井五月 - 黑子的篮球 第三季
335: [ 2015-11-27 | 10 | 04798 ] 田中明日香 - 吹响！上低音号
336: [ 2015-11-15 | 11 | 04747 ] 三岛沙树 - 无头骑士异闻录×2 承
337: [ 2015-11-18 | 09 | 04722 ] 塞西莉娅·奥尔卡特 - IS2 OVA 世界清洗篇
338: [ 2015-11-01 | 07 | 04718 ] 狗神(女版) - 银仙
339: [ 2015-11-27 | 11 | 04660 ] 粟楠茜 - 无头骑士异闻录×2 承
340: [ 2015-11-05 | 11 | 04654 ] 爱丽丝·卡塔雷特 - 黄金拼图 第二季
341: [ 2015-11-11 | 09 | 04627 ] 缪丝 - 甘城光辉游乐园
342: [ 2015-12-04 | 12 | 04626 ] 玛利亚 - 纯洁的玛利亚
343: [ 2015-11-13 | 10 | 04599 ] 新堂彩华 - 境界的彼方 剧场版
344: [ 2015-11-28 | 11 | 04562 ] 艾丽奥诺拉·威尔塔利亚 - 魔弹之王与战姬
345: [ 2015-12-02 | 10 | 04528 ] 浅见莉莉斯 - 七人魔法使
346: [ 2015-11-29 | 10 | 04491 ] 琉·利昂 - 在地下城寻求邂逅是否搞错了什么
347: [ 2015-11-18 | 10 | 04483 ] 米娅 - 魔物娘相伴的日常
348: [ 2015-10-31 | 10 | 04459 ] 野原美伢 - 蜡笔小新2014剧场版
349: [ 2015-11-19 | 12 | 04459 ] 嘉依卡·托勒庞特 - 棺姬嘉依卡 第二季
350: [ 2015-11-16 | 09 | 04452 ] K·K - 血界战线
351: [ 2015-11-16 | 10 | 04422 ] 六合冢弥生 - 心理测量者 第二季
352: [ 2015-11-20 | 13 | 04421 ] 莉瑟罗特·沙尔洛克 - 七人魔法使
353: [ 2015-11-23 | 08 | 04419 ] 福路美穗子 - 咲日和
354: [ 2015-11-23 | 09 | 04400 ] 速水凛香 - 暗杀教室
355: [ 2015-11-10 | 10 | 04400 ] 雪染菊理 - K MISSING KINGS
356: [ 2015-11-17 | 12 | 04397 ] 川崎沙希 - 我的青春恋爱物语果然有问题 第二季
357: [ 2015-11-06 | 11 | 04385 ] 仓田唯 - 七人魔法使
358: [ 2015-11-11 | 10 | 04354 ] 野比玉子(大雄的妈妈) - 哆啦A梦
359: [ 2015-11-09 | 10 | 04354 ] 来岛又子 - 银魂°
360: [ 2015-11-28 | 12 | 04330 ] 栗原万里 - 监狱学园
361: [ 2015-11-04 | 09 | 04296 ] 大淀 - 舰队collection
362: [ 2015-11-24 | 12 | 04263 ] 艾瑟依拉姆·薇瑟·艾莉欧斯亚 - ALDNOAH ZERO 第二季
363: [ 2015-11-04 | 10 | 04255 ] 白石丽 - 山田君与七个魔女
364: [ 2015-11-12 | 11 | 04230 ] 水野亚美 - 美少女战士Crystal
365: [ 2015-11-30 | 09 | 04208 ] 都由香里 - 月刊少女野崎君OVA
366: [ 2015-11-10 | 11 | 04201 ] 香磷 - 火影忍者 疾风传
367: [ 2015-12-05 | 12 | 04174 ] 山崎退(♀) - 银魂°
368: [ 2015-11-09 | 11 | 04141 ] 高梨彩弓 - 日常系的异能战斗
369: [ 2015-11-17 | 13 | 04138 ] 钱·皇 - 血界战线
370: [ 2015-11-12 | 12 | 04133 ] 黑井濑奈 - 漫画家与助手们OVA
371: [ 2015-11-24 | 13 | 04130 ] 波岛出海 - 路人女主的养成方法
372: [ 2015-11-03 | 08 | 04114 ] 金刚 - 苍蓝钢铁的琶音DC
373: [ 2015-11-23 | 10 | 04108 ] 神无月爱琳 - 七人魔法使
374: [ 2015-11-18 | 11 | 04107 ] 水户郁魅 - 食戟之灵
375: [ 2015-11-09 | 12 | 04094 ] 松实宥 - 天才麻将少女 阿知贺篇SP
376: [ 2015-11-18 | 12 | 04064 ] 相座凪 - 四月是你的谎言
377: [ 2015-12-01 | 10 | 04060 ] 阿尼·利昂纳德 - 进击的巨人剧场版
378: [ 2015-11-04 | 11 | 04053 ] 玛丽亚 - 旋风管家OAD
379: [ 2015-11-27 | 12 | 04033 ] 樱杏子(小丸子的姐姐) - 樱桃小丸子 第二季
380: [ 2015-12-04 | 13 | 04022 ] 提亚悠·鲁娜提克 - ToLoveRu Darkness 2nd
381: [ 2015-12-05 | 13 | 04014 ] 琳丝蕾特·劳伦弗罗斯特 - 精灵使的剑舞OVA
382: [ 2015-11-16 | 11 | 03976 ] 东兔角 - 恶魔之谜 TV未放送
383: [ 2015-11-04 | 12 | 03966 ] 树濑理乃 - 关于完全听不懂老公在说什么的事
384: [ 2015-11-15 | 12 | 03961 ] 松实玄 - 天才麻将少女 阿知贺篇SP
385: [ 2015-11-07 | 14 | 03948 ] 常盘绿 - 玉子市场 剧场版
386: [ 2015-11-13 | 11 | 03937 ] 白崎鸫 - 大图书馆的牧羊人
387: [ 2015-11-07 | 15 | 03921 ] 中世古香织 - 吹响！上低音号
388: [ 2015-11-30 | 10 | 03910 ] 妮娜 - 黑街
389: [ 2015-11-12 | 13 | 03908 ] 加藤叶月 - 吹响！上低音号
390: [ 2015-11-08 | 09 | 03898 ] 娜洁希坦 - 斩·赤红之瞳
391: [ 2015-11-01 | 08 | 03892 ] 风见一姬 - 灰色的果实
392: [ 2015-12-03 | 10 | 03891 ] 田村玲子 - 寄生兽 生命的准则
393: [ 2015-11-17 | 14 | 03885 ] 古谷向日葵 - 摇曳百合OVA
394: [ 2015-11-10 | 12 | 03879 ] 宫内一穗 - 悠哉日常大王 第二季
395: [ 2015-11-15 | 13 | 03876 ] 老师 - 电器街的漫画店
396: [ 2015-11-28 | 13 | 03873 ] 绢岛满 - 可塑性记忆
397: [ 2015-11-23 | 11 | 03842 ] 神崎兰子 - 偶像大师 灰姑娘女孩
398: [ 2015-11-10 | 13 | 03806 ] 中村莉樱 - 暗杀教室
399: [ 2015-11-03 | 09 | 03774 ] 胖虎的妹妹 - 哆啦A梦
400: [ 2015-11-09 | 13 | 03735 ] 黑歌 - 高校龙中龙D×D BorN
401: [ 2015-11-03 | 10 | 03723 ] 亚乌菈·贝拉·菲欧拉 - OVERLORD
402: [ 2015-11-23 | 12 | 03722 ] 绀野葵 - 那就是声优
403: [ 2015-11-20 | 14 | 03705 ] 中川夏纪 - 吹响！上低音号
404: [ 2015-11-04 | 13 | 03702 ] 赫里斯塔·兰斯 - 进击的巨人剧场版
405: [ 2015-11-25 | 10 | 03702 ] 火野丽 - 美少女战士Crystal
406: [ 2015-11-13 | 12 | 03700 ] 木野真琴 - 美少女战士Crystal
407: [ 2015-11-01 | 09 | 03684 ] 艾丝·华伦斯坦 - 在地下城寻求邂逅是否搞错了什么
408: [ 2015-11-09 | 14 | 03683 ] 小笠原晴香 - 吹响！上低音号
409: [ 2015-11-18 | 13 | 03651 ] 露维亚瑟琳塔 - 魔法少女伊莉雅2wei Herz
410: [ 2015-12-05 | 14 | 03642 ] 牧野神奈 - 玉子市场 剧场版
411: [ 2015-11-17 | 15 | 03623 ] 仓桥阳菜乃 - 暗杀教室
412: [ 2015-11-17 | 16 | 03614 ] 凯瑟琳 - 银魂°
413: [ 2015-11-22 | 11 | 03612 ] 若菜美里 - 老婆是学生会长
414: [ 2015-11-29 | 11 | 03610 ] 小玉 - 银仙
415: [ 2015-12-01 | 11 | 03573 ] 世良真纯 - 名侦探柯南
416: [ 2015-12-01 | 12 | 03552 ] 桐生萌郁 - 命运石之门 聪明睿智的认知计算
417: [ 2015-12-03 | 11 | 03520 ] 萌咲莓 - 那就是声优
418: [ 2015-11-30 | 11 | 03513 ] 五十岚枫 - 妄想学生会OVA
419: [ 2015-11-14 | 09 | 03494 ] 奥田爱美 - 暗杀教室
420: [ 2015-11-28 | 14 | 03486 ] 影缝余弦 - 凭物语
421: [ 2015-11-01 | 10 | 03477 ] 池田千岁 - 摇曳百合OVA
422: [ 2015-11-29 | 12 | 03471 ] 安达映子 - 甘城光辉游乐园
423: [ 2015-11-15 | 14 | 03459 ] 巴泽特·弗拉加·马克雷密斯 - 魔法少女伊莉雅2wei Herz
424: [ 2015-11-11 | 11 | 03446 ] 黛安 - 七大罪
425: [ 2015-11-20 | 15 | 03415 ] 照美冥 - 火影忍者 疾风传
426: [ 2015-11-29 | 13 | 03391 ] 足须沙穗乃 - 漫画家与助手们OVA
427: [ 2015-11-07 | 16 | 03388 ] 张间美香 - 无头骑士异闻录×2 承
428: [ 2015-11-25 | 11 | 03376 ] 小敏感 - 没有黄段子存在的无聊世界
429: [ 2015-11-23 | 13 | 03364 ] 阿列克斯·加西亚 - 黑子的篮球 第三季
430: [ 2015-11-14 | 10 | 03353 ] 莎罗曼 - 甘城光辉游乐园
431: [ 2015-12-05 | 15 | 03337 ] 片冈优希 - 咲日和
432: [ 2015-11-12 | 14 | 03332 ] 相田丽子 - 黑子的篮球 第三季
433: [ 2015-11-15 | 15 | 03329 ] 樱田妮妮 - 蜡笔小新2014剧场版
434: [ 2015-11-18 | 14 | 03314 ] 朵艾儿 - 我要成为双马尾
435: [ 2015-12-02 | 11 | 03307 ] 嘉依卡·布芙丹 - 棺姬嘉依卡 第二季
436: [ 2015-12-05 | 16 | 03293 ] 帕比 - 魔物娘相伴的日常
437: [ 2015-11-14 | 11 | 03285 ] 大宫忍 - 黄金拼图 第二季
438: [ 2015-11-03 | 11 | 03280 ] 矢田桃花 - 暗杀教室
439: [ 2015-10-31 | 11 | 03275 ] 法兰吉丝 - 亚尔斯兰战记
440: [ 2015-11-22 | 12 | 03274 ] 加贺山枫 - 悠哉日常大王 第二季
441: [ 2015-12-03 | 12 | 03268 ] 萝莉·麦丘利 - GATE奇幻自卫队
442: [ 2015-11-25 | 12 | 03221 ] 出岛沙耶香 - 妄想学生会OVA
443: [ 2015-11-12 | 15 | 03214 ] 松岛满 - 灰色的果实
444: [ 2015-12-02 | 12 | 03188 ] 田中 - 关于完全听不懂老公在说什么的事
445: [ 2015-11-22 | 13 | 03188 ] 苏 - 魔物娘相伴的日常
446: [ 2015-11-07 | 17 | 03177 ] 孙策伯符 - 一骑当千 Extravaganza Epoch
447: [ 2015-11-26 | 11 | 03144 ] 矢雾波江 - 无头骑士异闻录×2 承
448: [ 2015-11-26 | 12 | 03138 ] 凰铃音 - IS2 OVA 世界清洗篇
449: [ 2015-11-06 | 12 | 03131 ] 古宫乃乃香 - 天体的秩序
450: [ 2015-11-21 | 09 | 03114 ] 一宫惠瑠奈 - 御神乐学园组曲
451: [ 2015-11-04 | 14 | 03100 ] 筱之之箒 - IS2 OVA 世界清洗篇
452: [ 2015-11-29 | 14 | 03090 ] 横山杏子 - 监狱学园
453: [ 2015-11-11 | 12 | 03088 ] 成濑澪 - 新妹魔王的契约者
454: [ 2015-11-02 | 11 | 03087 ] 希莉奴 - ToLoveRu Darkness 2nd
455: [ 2015-12-02 | 13 | 03020 ] 神原弥生 - 境界的彼方 剧场版
456: [ 2015-11-10 | 14 | 03018 ] 希儿·福罗瓦 - 在地下城寻求邂逅是否搞错了什么
457: [ 2015-11-10 | 15 | 03001 ] 蕾昂米修莉·加雷特·德·罗瓦 - DOG DAYS 第三季
458: [ 2015-11-03 | 12 | 02985 ] 莉莉露卡·厄德 - 在地下城寻求邂逅是否搞错了什么
459: [ 2015-11-19 | 13 | 02963 ] 小桥若叶 - 若叶女孩
460: [ 2015-11-10 | 16 | 02961 ] 柳德米拉·劳里 - 魔弹之王与战姬
461: [ 2015-11-24 | 14 | 02958 ] 娜榭塔妮亚 - 六花的勇者
462: [ 2015-11-05 | 12 | 02935 ] 莉莉丝·布里斯托 - 绝对双刃
463: [ 2015-11-30 | 12 | 02927 ] 蕾比·马库嘎登 - 妖精的尾巴 第二季
464: [ 2015-11-29 | 15 | 02918 ] 艾蜜莉亚 - 无头骑士异闻录×2 承
465: [ 2015-11-01 | 11 | 02907 ] 天海春香 - 偶像大师剧场版
466: [ 2015-11-23 | 14 | 02900 ] 拉克涅拉 - 魔物娘相伴的日常
467: [ 2015-11-10 | 17 | 02899 ] 铃木佳奈 - 大图书馆的牧羊人
468: [ 2015-12-01 | 13 | 02890 ] 白木芽衣子 - 监狱学园
469: [ 2015-12-05 | 17 | 02880 ] 水濑伊织 - 偶像大师剧场版
470: [ 2015-10-31 | 12 | 02872 ] 大和凛子 - 俺物语
471: [ 2015-11-15 | 16 | 02858 ] 走鳰 - 恶魔之谜 TV未放送
472: [ 2015-11-29 | 16 | 02837 ] 君莎 - 宠物小精灵XY
473: [ 2015-11-30 | 13 | 02836 ] 坂井和奏 - TARI TARI OVA
474: [ 2015-11-27 | 13 | 02836 ] 布尔玛 - 龙珠·超
475: [ 2015-11-23 | 15 | 02815 ] 祠堂圭 - 学园孤岛
476: [ 2015-11-27 | 14 | 02807 ] 峰不二子 - 鲁邦三世剧场版 次元大介的墓碑
477: [ 2015-11-02 | 12 | 02805 ] 僵尸娜 - 魔物娘相伴的日常
478: [ 2015-11-16 | 12 | 02804 ] 雾岛 - 苍蓝钢铁的琶音DC
479: [ 2015-10-31 | 13 | 02791 ] 雪见时雨 - 终结的炽天使
480: [ 2015-11-04 | 15 | 02782 ] 足须沙穗都 - 漫画家与助手们OVA
481: [ 2015-11-05 | 13 | 02779 ] 小泉红子 - 魔术快斗1412
482: [ 2015-11-22 | 14 | 02779 ] 神堂慧理那(黄马尾) - 我要成为双马尾
483: [ 2015-11-18 | 15 | 02766 ] 津边爱香(蓝马尾) - 我要成为双马尾
484: [ 2015-10-31 | 14 | 02765 ] 一之濑晴 - 恶魔之谜 TV未放送
485: [ 2015-11-14 | 12 | 02705 ] 星宫凯特 - 世界征服谋略之星OVA
486: [ 2015-12-02 | 14 | 02700 ] 村崎和歌子 - 和歌子酒
487: [ 2015-11-19 | 14 | 02688 ] 如月千早 - 偶像大师剧场版
488: [ 2015-11-30 | 14 | 02654 ] 东乡美森 - 结城友奈是勇者
489: [ 2015-11-08 | 10 | 02651 ] 雪音克莉丝 - 战姬绝唱GX
490: [ 2015-11-30 | 15 | 02647 ] 宫本来夏 - TARI TARI OVA
491: [ 2015-11-08 | 11 | 02641 ] 实莉 - 记录的地平线 第二季
492: [ 2015-11-29 | 17 | 02635 ] 冈野日向 - 暗杀教室
493: [ 2015-11-04 | 16 | 02625 ] 艾茵哈特·斯崔特斯 - 魔法少女奈叶ViVid
494: [ 2015-11-21 | 10 | 02604 ] 白崎纱依 - 大图书馆的牧羊人
495: [ 2015-11-21 | 11 | 02598 ] 泷川诺亚 - 山田君与七个魔女
496: [ 2015-11-27 | 15 | 02589 ] 伦·艾尔西·裘利亚 - ToLoveRu Darkness 2nd
497: [ 2015-11-28 | 15 | 02585 ] 一子 - 鬼灯的冷彻OAD
498: [ 2015-11-16 | 13 | 02584 ] 萩原雪步 - 偶像大师剧场版
499: [ 2015-11-28 | 16 | 02568 ] 爱野美奈子 - 美少女战士Crystal
500: [ 2015-11-29 | 18 | 02560 ] 片冈惠 - 暗杀教室
501: [ 2015-12-02 | 15 | 02543 ] 花依小百合 - 终结的炽天使
502: [ 2015-11-20 | 16 | 02542 ] 月见璃兔 - 绝对双刃
503: [ 2015-11-08 | 12 | 02535 ] 霞 - 我家浴缸的二三事
504: [ 2015-11-01 | 12 | 02526 ] 仓濑真由美 - 食戟之灵
505: [ 2015-11-17 | 17 | 02519 ] 伊莉丝·弗蕾亚 - 铳皇无尽的法夫纳
506: [ 2015-11-28 | 17 | 02517 ] 白石凉子 - 那就是声优
507: [ 2015-11-19 | 15 | 02505 ] 小岭幸 - 灰色的果实
508: [ 2015-12-03 | 13 | 02500 ] 偏执王亚莉基菈 - 血界战线
509: [ 2015-11-02 | 13 | 02495 ] 索菲娅·奥塔斯 - 魔弹之王与战姬
510: [ 2015-12-01 | 14 | 02493 ] 井川绘见 - 四月是你的谎言
511: [ 2015-12-03 | 14 | 02493 ] 涅墨西斯 - ToLoveRu Darkness 2nd
512: [ 2015-10-31 | 15 | 02481 ] 横岛鸣子 - 妄想学生会OVA
513: [ 2015-11-03 | 13 | 02480 ] 龙门渕透华 - 咲日和
514: [ 2015-11-19 | 16 | 02479 ] 朝雾史织 - 玉子市场 剧场版
515: [ 2015-11-06 | 13 | 02478 ] 科户濑伊札那 - 希德尼娅的骑士 第二季
516: [ 2015-11-05 | 14 | 02474 ] 星井美希 - 偶像大师剧场版
517: [ 2015-11-29 | 19 | 02463 ] 时田萌子 - 若叶女孩
518: [ 2015-11-14 | 13 | 02458 ] 艾莉丝·法兰格尔托 - 精灵使的剑舞OVA
519: [ 2015-11-27 | 16 | 02457 ] 三宫三叶 - 终结的炽天使
520: [ 2015-11-15 | 17 | 02447 ] 樱田茜 - 城下町的蒲公英
521: [ 2015-11-10 | 18 | 02447 ] 洛丝维亚瑟 - 高校龙中龙D×D BorN
522: [ 2015-11-01 | 13 | 02439 ] 川岛绿辉 - 吹响！上低音号
523: [ 2015-11-11 | 13 | 02433 ] 美洛 - 魔物娘相伴的日常
524: [ 2015-12-02 | 16 | 02422 ] 空 - 七人魔法使
525: [ 2015-12-03 | 15 | 02411 ] 小田切宁宁 - 山田君与七个魔女
526: [ 2015-11-01 | 14 | 02405 ] 蕾拉·玛露卡尔 - CodeGeass亡国的阿基德
527: [ 2015-12-01 | 15 | 02395 ] 名濑泉 - 境界的彼方 剧场版
528: [ 2015-11-02 | 14 | 02391 ] 克洛伊·勒梅尔 - 临时女友
529: [ 2015-11-30 | 16 | 02388 ] 白羽衣紬 - 希德尼娅的骑士 第二季
530: [ 2015-12-01 | 16 | 02371 ] 蕾莱·拉·列娜 - GATE奇幻自卫队
531: [ 2015-11-22 | 15 | 02363 ] 榛名 - 苍蓝钢铁的琶音DC
532: [ 2015-12-05 | 18 | 02355 ] 界冢雪 - ALDNOAH ZERO 第二季
533: [ 2015-11-21 | 12 | 02352 ] 椎原小春 - 天体的秩序
534: [ 2015-11-08 | 13 | 02348 ] 更识楯无 - IS2 OVA 世界清洗篇
535: [ 2015-11-13 | 13 | 02343 ] 白亚·B·布列德费尔德 - 如果折断她的旗OAD
536: [ 2015-11-27 | 17 | 02340 ] 爱莎·阿尔杰特 - 高校龙中龙D×D BorN
537: [ 2015-10-31 | 16 | 02331 ] 水坂柚季 - 天体的秩序
538: [ 2015-11-14 | 14 | 02321 ] 御神乐星锁 - 御神乐学园组曲
539: [ 2015-10-31 | 17 | 02303 ] 珊卓雷雅 - 魔物娘相伴的日常
540: [ 2015-12-04 | 14 | 02295 ] 安娜史塔西亚 - 偶像大师 灰姑娘女孩
541: [ 2015-11-13 | 14 | 02289 ] 岳间泽龙子 - 魔法少女伊莉雅2wei Herz
542: [ 2015-11-30 | 17 | 02282 ] 野中柚希 - 新妹魔王的契约者
543: [ 2015-12-02 | 17 | 02274 ] 小林堇(小丸子的妈妈) - 樱桃小丸子 第二季
544: [ 2015-11-23 | 16 | 02272 ] 草薙素子 - 攻壳机动队ARISE TV版
545: [ 2015-10-31 | 18 | 02270 ] 摩耶 - 苍蓝钢铁的琶音DC
546: [ 2015-11-17 | 18 | 02266 ] 洛蕾塔·克里斯蒂亚诺·阿莫迪奥 - 黑街
547: [ 2015-10-31 | 19 | 02266 ] 咏 - 闪乱神乐OVA
548: [ 2015-11-23 | 17 | 02264 ] 伊藤雅 - 山田君与七个魔女
549: [ 2015-11-26 | 13 | 02260 ] 菲雅娜·雷·奥地西亚 - 精灵使的剑舞OVA
550: [ 2015-11-25 | 13 | 02258 ] 小日 - 电器街的漫画店
551: [ 2015-11-16 | 14 | 02249 ] 佐佐木佳织 - 寻找遗失的未来
552: [ 2015-11-05 | 15 | 02225 ] 关羽云长 - 一骑当千 Extravaganza Epoch
553: [ 2015-11-13 | 15 | 02218 ] 以西结 - 纯洁的玛利亚
554: [ 2015-11-13 | 16 | 02212 ] 四门摩耶 - 圣剑使的禁咒咏唱
555: [ 2015-11-26 | 14 | 02206 ] 吉冈双叶 - 青春之旅OAD
556: [ 2015-11-16 | 15 | 02196 ] 杰诺瓦 - 高校龙中龙D×D BorN
557: [ 2015-11-19 | 17 | 02179 ] 唐之杜志恩 - 心理测量者 第二季
558: [ 2015-11-02 | 15 | 02172 ] 有栖川小枝子 - 临时女友
559: [ 2015-11-02 | 16 | 02172 ] 夏洛克·雪莉福德 - 侦探歌剧少女福尔摩斯TD
560: [ 2015-11-13 | 17 | 02163 ] 樱田光 - 城下町的蒲公英
561: [ 2015-11-13 | 18 | 02150 ] 琪丝·贝尔 - 终结的炽天使
562: [ 2015-11-26 | 15 | 02142 ] 卡娜·阿鲁佩洛娜 - 妖精的尾巴 第二季
563: [ 2015-12-02 | 18 | 02141 ] 吉川优子 - 吹响！上低音号
564: [ 2015-11-13 | 19 | 02128 ] 诸葛亮孔明 - 一骑当千 Extravaganza Epoch
565: [ 2015-11-09 | 15 | 02123 ] 城崎美嘉 - 偶像大师 灰姑娘女孩
566: [ 2015-11-01 | 15 | 02120 ] 莎莉娜 - 宠物小精灵XY
567: [ 2015-11-30 | 18 | 02117 ] 川岛丽 - 食戟之灵
568: [ 2015-11-03 | 14 | 02115 ] 虫奉行 - 常住战阵虫奉行OVA
569: [ 2015-11-03 | 15 | 02112 ] 御园千莉 - 大图书馆的牧羊人
570: [ 2015-11-05 | 16 | 02110 ] 春日圣 - 七人魔法使
571: [ 2015-11-21 | 13 | 02102 ] 不动秋音 - 七人魔法使
572: [ 2015-11-30 | 19 | 02098 ] 樱小竹 - 樱桃小丸子 第二季
573: [ 2015-11-04 | 17 | 02088 ] 塞拉 - 妖精的尾巴 第二季
574: [ 2015-11-18 | 16 | 02087 ] 风鸣翼 - 战姬绝唱GX
575: [ 2015-11-21 | 14 | 02086 ] 真田幸村 - 百花缭乱OVA
576: [ 2015-11-25 | 14 | 02061 ] 缇欧 - Falcom学园SC
577: [ 2015-12-01 | 17 | 02060 ] 珂玻莉 - 甘城光辉游乐园
578: [ 2015-11-02 | 17 | 02032 ] 岚城五月 - 圣剑使的禁咒咏唱
579: [ 2015-11-03 | 16 | 02027 ] 小凑露子 - 选择扩散者
580: [ 2015-11-27 | 18 | 02019 ] 猪熊阳子 - 黄金拼图 第二季
581: [ 2015-11-17 | 19 | 02015 ] 小太刀凪 - 大图书馆的牧羊人
582: [ 2015-12-01 | 18 | 02013 ] 茱蒂·斯泰琳 - 名侦探柯南
583: [ 2015-11-24 | 15 | 02009 ] 琪琪 - 龙珠·超
584: [ 2015-11-26 | 16 | 02005 ] 斋藤葵 - 吹响！上低音号
585: [ 2015-11-04 | 18 | 02002 ] 安琪 - CROSSANGE 天使与龙的轮舞
586: [ 2015-11-05 | 17 | 01991 ] 二子 - 鬼灯的冷彻OAD
587: [ 2015-11-06 | 14 | 01985 ] 藤咲可怜 - 老婆是学生会长
588: [ 2015-11-09 | 16 | 01985 ] 土桥年子 - 樱桃小丸子 第二季
589: [ 2015-11-04 | 19 | 01981 ] 小鸟游泉 - 迷糊餐厅 第三季
590: [ 2015-11-15 | 18 | 01980 ] 三好夏凛 - 结城友奈是勇者
591: [ 2015-12-03 | 16 | 01980 ] 尤弥尔 - 进击的巨人剧场版
592: [ 2015-11-15 | 19 | 01974 ] 芙蕾多妮卡 - 棺姬嘉依卡 第二季
593: [ 2015-11-29 | 20 | 01961 ] 阿妮娅·弗罗梅尔 - 在地下城寻求邂逅是否搞错了什么
594: [ 2015-11-07 | 18 | 01958 ] 缇娅·莱特宁格 - 铳皇无尽的法夫纳
595: [ 2015-11-09 | 17 | 01956 ] 真柴美月 - 迷糊餐厅 第三季
596: [ 2015-11-30 | 20 | 01950 ] 白藤杏子 - 迷糊餐厅 第三季
597: [ 2015-11-18 | 17 | 01944 ] 清水洁子 - 排球少年剧场版
598: [ 2015-11-11 | 14 | 01942 ] 白柳弓 - 夏洛特
599: [ 2015-11-02 | 18 | 01934 ] 艾瑞卡·哈特曼 - 强袭魔女新OVA
600: [ 2015-11-11 | 15 | 01924 ] 木木 - 赤发白雪姬
601: [ 2015-11-21 | 15 | 01915 ] 芹泽水结 - 大图书馆的牧羊人
602: [ 2015-11-28 | 18 | 01909 ] 谷地仁花 - 排球少年剧场版
603: [ 2015-11-08 | 14 | 01905 ] 宫藤芳佳 - 强袭魔女新OVA
604: [ 2015-11-25 | 15 | 01903 ] 九十九朔夜 - 绝对双刃
605: [ 2015-12-04 | 15 | 01899 ] 町子凉 - 幸腹涂鸦
606: [ 2015-11-09 | 18 | 01899 ] 我那霸响 - 偶像大师剧场版
607: [ 2015-11-21 | 16 | 01886 ] 艾咪 - 翠星的加尔刚蒂亚OVA
608: [ 2015-11-21 | 17 | 01886 ] 日高法子 - 那就是声优
609: [ 2015-11-28 | 19 | 01867 ] 榊由美子 - 灰色的果实
610: [ 2015-11-17 | 20 | 01856 ] 爱宕洋榎 - 天才麻将少女 阿知贺篇SP
611: [ 2015-11-20 | 17 | 01853 ] 火火里绫火 - 魔女的使命OAD
612: [ 2015-11-08 | 15 | 01843 ] 国广一 - 咲日和
613: [ 2015-11-18 | 18 | 01837 ] 希安 - SHOW BY ROCK!!
614: [ 2015-10-31 | 20 | 01832 ] 西泽步 - 旋风管家OAD
615: [ 2015-11-12 | 16 | 01827 ] 茶末·罗素 - 六花的勇者
616: [ 2015-11-14 | 15 | 01826 ] 樱庭玉藻 - 大图书馆的牧羊人
617: [ 2015-12-02 | 19 | 01815 ] 望月真帆 - 大图书馆的牧羊人
618: [ 2015-11-05 | 18 | 01812 ] 紫藤伊莉娜 - 高校龙中龙D×D BorN
619: [ 2015-11-24 | 16 | 01805 ] 三隅伦 - 老婆是学生会长
620: [ 2015-11-26 | 17 | 01800 ] 杜嘉·露娜·马尔席 - GATE奇幻自卫队
621: [ 2015-11-14 | 16 | 01798 ] 四条贵音 - 偶像大师剧场版
622: [ 2015-10-31 | 21 | 01787 ] 艾丝蒂尔 - Falcom学园SC
623: [ 2015-11-17 | 21 | 01780 ] 橘咲夜 - 噬神者
624: [ 2015-11-21 | 18 | 01780 ] 藤白乙音 - 御神乐学园组曲
625: [ 2015-11-20 | 18 | 01778 ] 高垣枫 - 偶像大师 灰姑娘女孩
626: [ 2015-11-05 | 19 | 01775 ] 入巢莳菜 - 灰色的果实
627: [ 2015-11-21 | 19 | 01770 ] 多倍尔 - 魔物娘相伴的日常
628: [ 2015-11-14 | 17 | 01745 ] 宇佐见薰子 - 纯情罗曼史3
629: [ 2015-11-09 | 19 | 01744 ] 吉娜·帕可丽 - 黑街
