角色票力排行榜 女子组
序号: [ 日期 | 小组名次 | 票数 ] 人物名称 - 作品名称
036: [ 2015-12-03 | 02 | 25275 ] 夜刀神十香 - 约会大作战2 TV未放送
037: [ 2015-11-07 | 03 | 25217 ] 响 - 舰队collection
038: [ 2015-11-16 | 02 | 24833 ] 莉法(桐谷直叶) - 刀剑神域 第二季
039: [ 2015-11-28 | 01 | 24573 ] 桐崎千棘 - 伪恋 第二季
040: [ 2015-11-05 | 01 | 24401 ] 牧濑红莉栖 - 命运石之门 聪明睿智的认知计算
041: [ 2015-11-07 | 04 | 24370 ] 椎名真由理 - 命运石之门 聪明睿智的认知计算
042: [ 2015-11-26 | 01 | 24025 ] 海老名菜菜 - 干物妹小埋
043: [ 2015-11-22 | 03 | 23990 ] 阿良良木月火 - 凭物语
044: [ 2015-11-28 | 02 | 23910 ] 赫斯缇雅 - 在地下城寻求邂逅是否搞错了什么
045: [ 2015-11-08 | 03 | 23730 ] 忍野忍 - 凭物语
046: [ 2015-11-02 | 03 | 23270 ] 园田海未 - Love Live! The School Idol Movie
047: [ 2015-11-26 | 02 | 23122 ] 由比浜结衣 - 我的青春恋爱物语果然有问题 第二季
048: [ 2015-11-03 | 02 | 22926 ] 华城绫女 - 没有黄段子存在的无聊世界
049: [ 2015-11-02 | 04 | 22910 ] 本场切绘 - 干物妹小埋
050: [ 2015-11-18 | 01 | 22898 ] 结衣 - 刀剑神域 第二季
051: [ 2015-11-01 | 01 | 22583 ] 伊莉雅斯菲尔·冯·爱因兹贝伦 - 魔法少女伊莉雅2wei Herz
052: [ 2015-11-21 | 02 | 22462 ] 吹雪 - 舰队collection
053: [ 2015-10-31 | 02 | 22442 ] 雪之下雪乃 - 我的青春恋爱物语果然有问题 第二季
054: [ 2015-11-22 | 04 | 22307 ] 雾岛董香 - 东京食尸鬼 第二季
055: [ 2015-11-24 | 02 | 21881 ] 栉名安娜 - K MISSING KINGS
056: [ 2015-11-05 | 02 | 21759 ] 金刚 - 舰队collection
057: [ 2015-11-15 | 01 | 21539 ] 金色暗影 - ToLoveRu Darkness 2nd
058: [ 2015-12-04 | 01 | 21123 ] 仲村由理 - Angel Beats OVA
059: [ 2015-11-27 | 01 | 20834 ] 千斗五十铃 - 甘城光辉游乐园
060: [ 2015-11-07 | 05 | 20770 ] 叶 - 干物妹小埋
061: [ 2015-12-05 | 02 | 20684 ] 优纪(绀野木棉季) - 刀剑神域 第二季
062: [ 2015-12-05 | 03 | 20360 ] 乙坂步未 - 夏洛特
063: [ 2015-11-06 | 02 | 20324 ] 泽村·斯潘塞·英梨梨 - 路人女主的养成方法
064: [ 2015-11-08 | 04 | 19994 ] 赤城 - 舰队collection
065: [ 2015-11-28 | 03 | 19619 ] 加贺 - 舰队collection
066: [ 2015-11-11 | 03 | 19379 ] 诗浓(朝田诗乃) - 刀剑神域 第二季
067: [ 2015-11-12 | 02 | 19338 ] 猫 - K MISSING KINGS
068: [ 2015-11-22 | 05 | 18901 ] 小野寺小咲 - 伪恋 第二季
069: [ 2015-11-04 | 03 | 18471 ] 战场原黑仪 - 凭物语
070: [ 2015-11-17 | 01 | 18349 ] 天草筱 - 妄想学生会OVA
071: [ 2015-11-18 | 02 | 18336 ] 塞尔提·史特路尔森 - 无头骑士异闻录×2 承
072: [ 2015-11-29 | 02 | 18323 ] 高町奈叶 - 魔法少女奈叶ViVid
073: [ 2015-11-07 | 06 | 18176 ] 薙切绘里奈 - 食戟之灵
074: [ 2015-12-01 | 03 | 17966 ] 大和 - 舰队collection
075: [ 2015-12-01 | 04 | 17883 ] 坂田银时(♀) - 银魂°
076: [ 2015-11-30 | 01 | 17697 ] 克子 - 潜行吧奈亚子F
077: [ 2015-11-26 | 03 | 17666 ] 梦梦·贝莉雅·戴比路克 - ToLoveRu Darkness 2nd
078: [ 2015-11-26 | 04 | 17642 ] 由依 - Angel Beats OVA
079: [ 2015-11-18 | 03 | 17098 ] 榛名 - 舰队collection
080: [ 2015-11-03 | 03 | 17000 ] Rider - Fate/stay night [UBW]
081: [ 2015-11-24 | 03 | 16989 ] 赤座灯里 - 摇曳百合OVA
082: [ 2015-11-11 | 04 | 16957 ] Caster - Fate/stay night [UBW]
083: [ 2015-11-09 | 01 | 16634 ] 雷 - 舰队collection
084: [ 2015-11-20 | 01 | 16529 ] 钉宫理惠 - 那就是声优
085: [ 2015-11-15 | 02 | 16507 ] 初濑伊纲 - 游戏人生OVA
086: [ 2015-11-19 | 01 | 16469 ] 阿良良木火怜 - 凭物语
087: [ 2015-12-03 | 03 | 16451 ] 爱丽丝菲尔 - 魔法少女伊莉雅2wei Herz
088: [ 2015-11-14 | 02 | 16388 ] 艾斯德斯 - 斩·赤红之瞳
089: [ 2015-11-01 | 02 | 16299 ] 星空凛 - Love Live! The School Idol Movie
090: [ 2015-12-05 | 04 | 16289 ] 冲田总悟(♀) - 银魂°
091: [ 2015-11-27 | 02 | 16249 ] 晓 - 舰队collection
092: [ 2015-11-02 | 05 | 16034 ] 艾露莎·舒卡勒托 - 妖精的尾巴 第二季
093: [ 2015-11-07 | 07 | 15907 ] 西莉卡(绫野珪子) - 刀剑神域 第二季
094: [ 2015-11-18 | 04 | 15884 ] 七条天空 - 妄想学生会OVA
095: [ 2015-11-15 | 03 | 15755 ] 高坂丽奈 - 吹响！上低音号
096: [ 2015-11-30 | 02 | 15725 ] 比企谷小町 - 我的青春恋爱物语果然有问题 第二季
097: [ 2015-11-22 | 06 | 15687 ] 一色彩羽 - 我的青春恋爱物语果然有问题 第二季
098: [ 2015-11-15 | 04 | 15469 ] 橘万里花 - 伪恋 第二季
099: [ 2015-11-10 | 02 | 15418 ] 岁纳京子 - 摇曳百合OVA
100: [ 2015-11-21 | 03 | 15409 ] 冰堂美智留 - 路人女主的养成方法
101: [ 2015-11-27 | 03 | 15341 ] 雅儿贝德 - OVERLORD
102: [ 2015-11-09 | 02 | 15322 ] 史蒂芬妮·多拉 - 游戏人生OVA
103: [ 2015-11-30 | 03 | 15126 ] 三千院凪 - 旋风管家OAD
104: [ 2015-10-31 | 03 | 15061 ] 毛利兰 - 名侦探柯南
105: [ 2015-12-04 | 02 | 14923 ] 小黑 - 魔法少女伊莉雅2wei Herz
106: [ 2015-11-07 | 08 | 14765 ] 露西·哈特菲利亚 - 妖精的尾巴 第二季
107: [ 2015-11-01 | 03 | 14734 ] 吉普莉尔 - 游戏人生OVA
108: [ 2015-11-24 | 04 | 14563 ] 结城美柑 - ToLoveRu Darkness 2nd
109: [ 2015-11-13 | 03 | 14461 ] 高雄 - 舰队collection
110: [ 2015-11-30 | 04 | 14411 ] 翔鹤 - 舰队collection
111: [ 2015-11-20 | 02 | 14386 ] 名濑美月 - 境界的彼方 剧场版
112: [ 2015-11-12 | 03 | 14366 ] 雪之下阳乃 - 我的青春恋爱物语果然有问题 第二季
113: [ 2015-12-03 | 04 | 14339 ] 电 - 舰队collection
114: [ 2015-12-05 | 05 | 14152 ] 市松小雏 - 银仙
115: [ 2015-11-19 | 02 | 14093 ] 娜美 - 海贼王
116: [ 2015-11-06 | 03 | 14068 ] 惠飞须泽胡桃 - 学园孤岛
117: [ 2015-11-26 | 05 | 13974 ] 北白川玉子 - 玉子市场 剧场版
118: [ 2015-11-12 | 04 | 13953 ] 克鲁鲁·采佩西 - 终结的炽天使
119: [ 2015-11-19 | 03 | 13894 ] 濑尾结月 - 月刊少女野崎君OVA
120: [ 2015-11-17 | 02 | 13887 ] 黄前久美子 - 吹响！上低音号
121: [ 2015-12-04 | 03 | 13853 ] 朝比奈实玖瑠 - 小长门有希的消失
122: [ 2015-11-14 | 03 | 13817 ] 新堂爱 - 境界的彼方 剧场版
123: [ 2015-11-18 | 05 | 13727 ] 田所惠 - 食戟之灵
124: [ 2015-11-08 | 05 | 13578 ] 妮可·罗宾 - 海贼王
125: [ 2015-11-14 | 04 | 13458 ] 岩泽雅美 - Angel Beats OVA
126: [ 2015-11-27 | 04 | 13429 ] 玛茵 - 斩·赤红之瞳
127: [ 2015-11-04 | 04 | 13377 ] 艾拉 - 可塑性记忆
128: [ 2015-11-19 | 04 | 13291 ] 佐村薰 - 关于完全听不懂老公在说什么的事
129: [ 2015-11-07 | 09 | 13251 ] 美游 - 魔法少女伊莉雅2wei Herz
130: [ 2015-12-04 | 04 | 13224 ] 不破冰菓 - 没有黄段子存在的无聊世界
131: [ 2015-11-06 | 04 | 13218 ] 黑羽柚咲 - 夏洛特
132: [ 2015-11-17 | 03 | 13194 ] 鹿岛游 - 月刊少女野崎君OVA
133: [ 2015-11-19 | 05 | 13156 ] 武藏 - 宠物小精灵XY
134: [ 2015-11-17 | 04 | 13119 ] 小野寺春 - 伪恋 第二季
135: [ 2015-11-10 | 03 | 13026 ] 春野樱 - 火影忍者 疾风传
136: [ 2015-11-03 | 04 | 12995 ] 北上 - 舰队collection
137: [ 2015-11-14 | 05 | 12918 ] 桂雏菊 - 旋风管家OAD
138: [ 2015-12-04 | 05 | 12623 ] 月咏 - 银魂°
139: [ 2015-11-17 | 05 | 12507 ] 拉媞珐·芙尔兰札 - 甘城光辉游乐园
140: [ 2015-11-21 | 04 | 12488 ] 种岛白杨 - 迷糊餐厅 第三季
141: [ 2015-11-12 | 05 | 12482 ] 斧乃木余接 - 凭物语
142: [ 2015-11-01 | 04 | 12477 ] 赤瞳 - 斩·赤红之瞳
143: [ 2015-11-12 | 06 | 12221 ] 丈枪由纪 - 学园孤岛
144: [ 2015-11-03 | 05 | 12185 ] 菈菈·萨塔琳·戴比路克 - ToLoveRu Darkness 2nd
145: [ 2015-11-28 | 04 | 12146 ] 土方十四郎(♀) - 银魂°
146: [ 2015-11-27 | 05 | 12137 ] 园原杏里 - 无头骑士异闻录×2 承
147: [ 2015-11-16 | 03 | 12049 ] 莉兹贝特(筱崎里香) - 刀剑神域 第二季
148: [ 2015-11-29 | 03 | 12017 ] 绿川花 - 监狱学园
149: [ 2015-11-20 | 03 | 11944 ] 笛口雏实 - 东京食尸鬼 第二季
150: [ 2015-11-13 | 04 | 11936 ] 折原舞流 - 无头骑士异闻录×2 承
151: [ 2015-11-20 | 04 | 11928 ] 瑞鹤 - 舰队collection
152: [ 2015-11-06 | 05 | 11806 ] 夏提雅·布拉德弗伦 - OVERLORD
153: [ 2015-11-20 | 05 | 11699 ] 猿飞菖蒲 - 银魂°
154: [ 2015-11-23 | 02 | 11694 ] 藤村大河 - Fate/stay night [UBW]
155: [ 2015-11-02 | 06 | 11656 ] 一条萤 - 悠哉日常大王 第二季
156: [ 2015-11-15 | 05 | 11655 ] 伊莉娜·耶拉比琪 - 暗杀教室
157: [ 2015-12-04 | 06 | 11509 ] 银仙(女版) - 银仙
158: [ 2015-12-04 | 07 | 11487 ] 古手川唯 - ToLoveRu Darkness 2nd
159: [ 2015-11-03 | 06 | 11445 ] 菲特·泰斯特罗莎·哈拉温 - 魔法少女奈叶ViVid
160: [ 2015-11-17 | 06 | 11436 ] 九条可怜 - 黄金拼图 第二季
161: [ 2015-11-05 | 03 | 11367 ] 长门 - 舰队collection
162: [ 2015-11-24 | 05 | 11341 ] 源静香 - 哆啦A梦
163: [ 2015-11-06 | 06 | 11339 ] 纲手 - 火影忍者 疾风传
164: [ 2015-11-20 | 06 | 11215 ] 樱桃子(小丸子) - 樱桃小丸子 第二季
165: [ 2015-11-06 | 07 | 11189 ] 晓 - 记录的地平线 第二季
166: [ 2015-11-23 | 03 | 11071 ] 鸫诚士郎 - 伪恋 第二季
167: [ 2015-11-17 | 07 | 11047 ] 小玉 - 银魂°
168: [ 2015-11-22 | 07 | 11036 ] 黑木智子(小丧) - 丧女 TV未放送
169: [ 2015-12-02 | 03 | 11026 ] 宫永咲 - 咲日和
170: [ 2015-11-08 | 06 | 10997 ] 玛丽·马克贝斯 - 血界战线
171: [ 2015-11-06 | 08 | 10975 ] 切尔茜 - 斩·赤红之瞳
172: [ 2015-11-14 | 06 | 10867 ] 雾岛 - 舰队collection
173: [ 2015-11-08 | 07 | 10863 ] 黑羽美砂 - 夏洛特
174: [ 2015-11-26 | 06 | 10861 ] 柳生九兵卫 - 银魂°
175: [ 2015-11-30 | 05 | 10780 ] 大凤 - 舰队collection
176: [ 2015-12-03 | 05 | 10732 ] 萩村铃 - 妄想学生会OVA
177: [ 2015-11-19 | 06 | 10681 ] 如月 - 舰队collection
178: [ 2015-11-03 | 07 | 10650 ] 比睿 - 舰队collection
179: [ 2015-11-10 | 04 | 10619 ] 律 - 暗杀教室
180: [ 2015-11-04 | 05 | 10601 ] 橘·希尔芬福特 - 干物妹小埋
181: [ 2015-11-09 | 03 | 10439 ] 娜娜·阿丝达·戴比路克 - ToLoveRu Darkness 2nd
182: [ 2015-11-16 | 04 | 10304 ] 登势婆婆 - 银魂°
183: [ 2015-12-04 | 08 | 10291 ] 红马尾 - 我要成为双马尾
184: [ 2015-11-28 | 05 | 10110 ] 铃木园子 - 名侦探柯南
185: [ 2015-11-07 | 10 | 09954 ] 陆奥 - 舰队collection
186: [ 2015-11-21 | 05 | 09934 ] 雷欧奈 - 斩·赤红之瞳
187: [ 2015-11-19 | 07 | 09912 ] 早乙女乙女 - 没有黄段子存在的无聊世界
188: [ 2015-12-03 | 06 | 09648 ] 佐仓慈 - 学园孤岛
189: [ 2015-12-02 | 04 | 09633 ] 桃园奈奈生 - 元气少女缘结神 第二季
190: [ 2015-11-17 | 08 | 09617 ] 宫森葵 - 白箱
191: [ 2015-11-15 | 06 | 09597 ] 吉田步美 - 名侦探柯南
192: [ 2015-11-21 | 06 | 09479 ] 伊丽莎白·米多福特 - 黑执事 Book of Murder
193: [ 2015-12-04 | 09 | 09467 ] 月野兔 - 美少女战士Crystal
194: [ 2015-11-11 | 05 | 09332 ] 爱宕 - 舰队collection
195: [ 2015-11-29 | 04 | 09301 ] 高町薇薇欧 - 魔法少女奈叶ViVid
196: [ 2015-11-25 | 05 | 09283 ] 堀江由衣 - 那就是声优
197: [ 2015-10-31 | 04 | 09186 ] 姬木千冬 - 日常系的异能战斗
198: [ 2015-11-29 | 05 | 09165 ] 圣边琉璃 - 无头骑士异闻录×2 承
199: [ 2015-12-03 | 07 | 09127 ] 白雪 - 赤发白雪姬
200: [ 2015-11-28 | 06 | 09099 ] 米拉杰·斯特劳斯 - 妖精的尾巴 第二季
201: [ 2015-11-09 | 04 | 08935 ] 提露密努斯·艾斯特 - 精灵使的剑舞OVA
202: [ 2015-11-24 | 06 | 08854 ] 安原绘麻 - 白箱
203: [ 2015-11-13 | 05 | 08762 ] 伊波樱 - 境界的彼方 剧场版
204: [ 2015-10-31 | 05 | 08715 ] 常守朱 - 心理测量者 第二季
205: [ 2015-11-09 | 05 | 08715 ] 渋谷凛 - 偶像大师 灰姑娘女孩
206: [ 2015-11-15 | 07 | 08706 ] 北白川馅子 - 玉子市场 剧场版
207: [ 2015-11-10 | 05 | 08690 ] 海老名姬菜 - 我的青春恋爱物语果然有问题 第二季
208: [ 2015-11-02 | 07 | 08649 ] 茅野枫 - 暗杀教室
209: [ 2015-11-05 | 04 | 08607 ] 平冢静 - 我的青春恋爱物语果然有问题 第二季
210: [ 2015-11-24 | 07 | 08590 ] 忍野扇 - 凭物语
211: [ 2015-11-05 | 05 | 08575 ] 柊筱娅 - 终结的炽天使
212: [ 2015-11-21 | 07 | 08527 ] 天天 - 火影忍者 疾风传
213: [ 2015-12-05 | 06 | 08506 ] 田村由加莉 - 那就是声优
214: [ 2015-11-07 | 11 | 08478 ] 直树美纪 - 学园孤岛
215: [ 2015-11-28 | 07 | 08367 ] 大井 - 舰队collection
216: [ 2015-11-09 | 06 | 08322 ] 原村和 - 咲日和
217: [ 2015-11-02 | 08 | 08238 ] 小鸟游空 - 要听爸爸的话OAD
218: [ 2015-11-29 | 06 | 08229 ] 寺门通 - 银魂°
219: [ 2015-11-07 | 12 | 08220 ] 新子憧 - 天才麻将少女 阿知贺篇SP
220: [ 2015-11-17 | 09 | 08068 ] 神通 - 舰队collection
221: [ 2015-11-04 | 06 | 08050 ] 志村妙 - 银魂°
222: [ 2015-11-24 | 08 | 07932 ] 伊丽莎白·里昂妮丝 - 七大罪
223: [ 2015-11-18 | 06 | 07919 ] 诺艾尔 - 天体的秩序
224: [ 2015-11-22 | 08 | 07859 ] 津田琴美 - 妄想学生会OVA
225: [ 2015-11-17 | 10 | 07847 ] 安吉拉·巴尔扎克 - 乐园追放
226: [ 2015-11-09 | 07 | 07824 ] 三叶睦美 - 妄想学生会OVA
227: [ 2015-11-21 | 08 | 07772 ] 神崎有希子 - 暗杀教室
228: [ 2015-11-20 | 07 | 07744 ] 拉芙拉·布迪威伊 - IS2 OVA 世界清洗篇
229: [ 2015-11-11 | 06 | 07720 ] 越谷小鞠 - 悠哉日常大王 第二季
230: [ 2015-12-04 | 10 | 07643 ] 夏洛特·德诺阿 - IS2 OVA 世界清洗篇
231: [ 2015-11-05 | 06 | 07639 ] 娜贝拉尔·伽玛 - OVERLORD
232: [ 2015-11-19 | 08 | 07637 ] 新户绯沙子 - 食戟之灵
233: [ 2015-11-12 | 07 | 07587 ] 淡岛世理 - K MISSING KINGS
234: [ 2015-11-23 | 04 | 07565 ] 村野里美 - 寄生兽 生命的准则
235: [ 2015-11-23 | 05 | 07544 ] 塔城小猫 - 高校龙中龙D×D BorN
236: [ 2015-11-08 | 08 | 07450 ] 小鸟游雏 - 要听爸爸的话OAD
237: [ 2015-11-10 | 06 | 07446 ] 神崎灯代 - 日常系的异能战斗
238: [ 2015-11-20 | 08 | 07441 ] 结城友奈 - 结城友奈是勇者
239: [ 2015-11-26 | 07 | 07395 ] 温蒂·玛贝尔 - 妖精的尾巴 第二季
240: [ 2015-11-25 | 06 | 07384 ] 芙蕾米·斯皮德龙 - 六花的勇者
241: [ 2015-11-20 | 09 | 07355 ] 西连寺春菜 - ToLoveRu Darkness 2nd
242: [ 2015-11-19 | 09 | 07349 ] 双叶杏 - 偶像大师 灰姑娘女孩
243: [ 2015-11-13 | 06 | 07298 ] 周防天音 - 灰色的果实
244: [ 2015-12-05 | 07 | 07295 ] 卡莲·奥尔黛西亚 - 魔法少女伊莉雅2wei Herz
245: [ 2015-11-27 | 06 | 07269 ] 中森青子 - 魔术快斗1412
246: [ 2015-11-20 | 10 | 07264 ] 君嶋加奈 - 寄生兽 生命的准则
247: [ 2015-11-13 | 07 | 07230 ] 伊400 - 苍蓝钢铁的琶音DC
248: [ 2015-11-17 | 11 | 07171 ] 伊欧娜(伊401) - 苍蓝钢铁的琶音DC
249: [ 2015-11-27 | 07 | 07041 ] 近藤勋(♀) - 银魂°
250: [ 2015-11-06 | 09 | 07004 ] 畑兰子 - 妄想学生会OVA
251: [ 2015-11-07 | 13 | 06967 ] 狩泽绘理华 - 无头骑士异闻录×2 承
252: [ 2015-11-28 | 08 | 06957 ] 黑白小姐 - 黑白小姐 第二季
253: [ 2015-11-18 | 07 | 06878 ] 栉川鸠子 - 日常系的异能战斗
254: [ 2015-11-25 | 07 | 06866 ] 船见结衣 - 摇曳百合OVA
255: [ 2015-10-31 | 06 | 06849 ] 杉浦绫乃 - 摇曳百合OVA
256: [ 2015-11-09 | 08 | 06837 ] 榊凉子 - 食戟之灵
257: [ 2015-11-29 | 07 | 06787 ] 莎拉·肖恩 - 夏洛特
258: [ 2015-12-01 | 05 | 06774 ] 那珂 - 舰队collection
259: [ 2015-11-15 | 08 | 06677 ] 轰八千代 - 迷糊餐厅 第三季
260: [ 2015-11-28 | 09 | 06673 ] 鬼头鼓修理 - 没有黄段子存在的无聊世界
261: [ 2015-11-29 | 08 | 06669 ] 爱丽克斯·贝尼迪特 - 黑街
262: [ 2015-12-03 | 08 | 06666 ] 黑瞳 - 斩·赤红之瞳
263: [ 2015-11-04 | 07 | 06658 ] 鹭之宫伊澄 - 旋风管家OAD
264: [ 2015-11-20 | 11 | 06654 ] 小笠原纶子 - 白箱
265: [ 2015-12-01 | 06 | 06636 ] 贝尔摩德 - 名侦探柯南
266: [ 2015-11-16 | 05 | 06574 ] 坂木静香 - 白箱
267: [ 2015-11-15 | 09 | 06544 ] 乾日向子 - 食戟之灵
268: [ 2015-12-05 | 08 | 06490 ] 山中井野 - 火影忍者 疾风传
269: [ 2015-12-02 | 05 | 06431 ] 今井绿 - 白箱
270: [ 2015-12-02 | 06 | 06427 ] 尤娜 - 晨曦公主
271: [ 2015-11-22 | 09 | 06417 ] 席尔菲 - 甘城光辉游乐园
272: [ 2015-11-05 | 07 | 06389 ] 天江衣 - 咲日和
273: [ 2015-12-01 | 07 | 06380 ] 薙切爱丽丝 - 食戟之灵
274: [ 2015-11-12 | 08 | 06368 ] 园城寺怜 - 天才麻将少女 阿知贺篇SP
275: [ 2015-11-26 | 08 | 06241 ] 泽部椿 - 四月是你的谎言
276: [ 2015-11-26 | 09 | 06221 ] 莉雅丝·吉蒙里 - 高校龙中龙D×D BorN
277: [ 2015-12-02 | 07 | 06220 ] 一之濑双叶 - 那就是声优
278: [ 2015-11-24 | 09 | 06213 ] 越谷夏海 - 悠哉日常大王 第二季
279: [ 2015-11-14 | 07 | 06200 ] 小花铃 - 那就是声优
280: [ 2015-11-23 | 06 | 06199 ] 矢野艾莉卡 - 白箱
281: [ 2015-11-10 | 07 | 06199 ] 姬岛朱乃 - 高校龙中龙D×D BorN
282: [ 2015-12-05 | 09 | 06171 ] 亚莉莎·伊莉妮提娜·阿米耶拉 - 噬神者
283: [ 2015-11-27 | 08 | 06144 ] 栗原千代 - 监狱学园
284: [ 2015-11-30 | 06 | 06107 ] 米歇拉·沃奇 - 血界战线
285: [ 2015-11-06 | 10 | 06048 ] 伊波真昼 - 迷糊餐厅 第三季
286: [ 2015-10-31 | 07 | 06042 ] 伊402 - 苍蓝钢铁的琶音DC
287: [ 2015-11-14 | 08 | 06028 ] 克蕾儿·露裘 - 精灵使的剑舞OVA
288: [ 2015-11-04 | 08 | 05986 ] 克拉米·杰尔 - 游戏人生OVA
289: [ 2015-11-05 | 08 | 05956 ] 大室樱子 - 摇曳百合OVA
290: [ 2015-11-11 | 07 | 05913 ] 漩涡玖辛奈 - 火影忍者 疾风传
291: [ 2015-11-25 | 08 | 05875 ] 朝仓凉子 - 小长门有希的消失
292: [ 2015-11-18 | 08 | 05867 ] 美缀绫子 - Fate/stay night [UBW]
293: [ 2015-11-20 | 12 | 05865 ] 雅典娜 - 圣斗士星矢 黄金魂
294: [ 2015-12-01 | 08 | 05825 ] 高雄 - 苍蓝钢铁的琶音DC
295: [ 2015-11-29 | 09 | 05822 ] 黄前麻美子 - 吹响！上低音号
296: [ 2015-11-13 | 08 | 05812 ] 小鸟游荠 - 迷糊餐厅 第三季
297: [ 2015-12-05 | 10 | 05784 ] 梅琳 - 黑执事 Book of Murder
298: [ 2015-12-01 | 09 | 05743 ] 折原九瑠璃 - 无头骑士异闻录×2 承
299: [ 2015-11-27 | 09 | 05723 ] 黑咲芽亚 - ToLoveRu Darkness 2nd
300: [ 2015-11-10 | 08 | 05712 ] 小路绫 - 黄金拼图 第二季
301: [ 2015-11-13 | 09 | 05696 ] 竹井久 - 咲日和
302: [ 2015-11-24 | 10 | 05633 ] 宫本琉璃 - 伪恋 第二季
303: [ 2015-12-02 | 08 | 05599 ] 三浦优美子 - 我的青春恋爱物语果然有问题 第二季
304: [ 2015-11-05 | 09 | 05561 ] 睦月 - 舰队collection
305: [ 2015-11-16 | 06 | 05561 ] 高鸭稳乃 - 天才麻将少女 阿知贺篇SP
306: [ 2015-10-31 | 08 | 05552 ] 立花萤 - 青春×机关枪
307: [ 2015-12-02 | 09 | 05548 ] 萨莎·布劳斯 - 进击的巨人剧场版
308: [ 2015-11-02 | 09 | 05544 ] 新仓绫音 - 老婆是学生会长
309: [ 2015-11-01 | 05 | 05543 ] 小鸟游美羽 - 要听爸爸的话OAD
310: [ 2015-11-09 | 09 | 05469 ] 蕾妮希雅·柯文 - 记录的地平线 第二季
311: [ 2015-10-31 | 09 | 05431 ] 希尔 - 斩·赤红之瞳
312: [ 2015-11-26 | 10 | 05402 ] 若菜羽衣 - 老婆是学生会长
313: [ 2015-11-16 | 07 | 05388 ] 宫内光华 - 悠哉日常大王 第二季
314: [ 2015-11-25 | 09 | 05382 ] 尤莉叶.西格托娜 - 绝对双刃
315: [ 2015-11-19 | 10 | 05370 ] 瓦罗娜 - 无头骑士异闻录×2 承
316: [ 2015-12-04 | 11 | 05347 ] 冲田纱羽 - TARI TARI OVA
317: [ 2015-11-30 | 07 | 05328 ] 吉野悠姬 - 食戟之灵
318: [ 2015-11-15 | 10 | 05312 ] 山田葵 - 迷糊餐厅 第三季
