每日晋级数据 TOP100
2015-12-05 晋级数据 TOP100 女子组 (总票数: 189073)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 38 | 00125 |  0.1% ] 远山清 - 宇宙战舰大和号2199 追忆的航海
[ 39 | 00111 |  0.1% ] 早水海马 - 少年好莱坞 第二季
[ 40 | 00055 |  0.0% ] 蜂须贺中黄 - 展开骑士
[ 41 | 00046 |  0.0% ] 龙神健悟 - 魔神之骨
[ 42 | 00039 |  0.0% ] 东尾所长 - 魔神之骨

2015-11-04 晋级数据 TOP100 女子组 (总票数: 178831)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 36467 | 20.4% ] 远坂凛 - Fate/stay night [UBW]
[ 02 | 28067 | 15.7% ] 伊莉雅斯菲尔 - Fate/stay night [UBW]
[ 03 | 18471 | 10.3% ] 战场原黑仪 - 凭物语
[ 04 | 13377 |  7.5% ] 艾拉 - 可塑性记忆
[ 05 | 10601 |  5.9% ] 橘·希尔芬福特 - 干物妹小埋
[ 06 | 08050 |  4.5% ] 志村妙 - 银魂°
[ 07 | 06658 |  3.7% ] 鹭之宫伊澄 - 旋风管家OAD
[ 08 | 05986 |  3.3% ] 克拉米·杰尔 - 游戏人生OVA
[ 09 | 04296 |  2.4% ] 大淀 - 舰队collection
[ 10 | 04255 |  2.4% ] 白石丽 - 山田君与七个魔女
[ 11 | 04053 |  2.3% ] 玛丽亚 - 旋风管家OAD
[ 12 | 03966 |  2.2% ] 树濑理乃 - 关于完全听不懂老公在说什么的事
[ 13 | 03702 |  2.1% ] 赫里斯塔·兰斯 - 进击的巨人剧场版
[ 14 | 03100 |  1.7% ] 筱之之箒 - IS2 OVA 世界清洗篇
[ 15 | 02782 |  1.6% ] 足须沙穗都 - 漫画家与助手们OVA
[ 16 | 02625 |  1.5% ] 艾茵哈特·斯崔特斯 - 魔法少女奈叶ViVid
[ 17 | 02088 |  1.2% ] 塞拉 - 妖精的尾巴 第二季
[ 18 | 02002 |  1.1% ] 安琪 - CROSSANGE 天使与龙的轮舞
[ 19 | 01981 |  1.1% ] 小鸟游泉 - 迷糊餐厅 第三季
[ 20 | 01618 |  0.9% ] 南 - 乱步奇谭 Game of Laplace
[ 21 | 01274 |  0.7% ] 工藤美玲 - 日常系的异能战斗
[ 22 | 01207 |  0.7% ] 汐留光 - 那就是声优
[ 23 | 01154 |  0.6% ] 藤堂美沙 - 白箱
[ 24 | 01123 |  0.6% ] 斑鸠 - 闪乱神乐OVA
[ 25 | 01112 |  0.6% ] 朝日奈绘麻 - 兄弟战争OVA
[ 26 | 00965 |  0.5% ] 基娜 - 七大罪
[ 27 | 00879 |  0.5% ] 锦野麻弓 - 我们大家的河合庄
[ 28 | 00766 |  0.4% ] 坂本美绪 - 强袭魔女新OVA
[ 29 | 00750 |  0.4% ] 槙田悠里 - 青春之旅OAD
[ 30 | 00716 |  0.4% ] 比睿 - 苍蓝钢铁的琶音DC
[ 31 | 00503 |  0.3% ] 丛 - 闪乱神乐OVA
[ 32 | 00475 |  0.3% ] 白崎伊莉丝 - 教室危机
[ 33 | 00461 |  0.3% ] 輿水幸子 - 偶像大师 灰姑娘女孩
[ 34 | 00455 |  0.3% ] 罗齐亚 - SHOW BY ROCK!!
[ 35 | 00381 |  0.2% ] 海松艾露 - 可塑性记忆
[ 36 | 00335 |  0.2% ] 户村美知留 - 临时女友
[ 37 | 00264 |  0.1% ] 籾冈里纱 - ToLoveRu Darkness 2nd
[ 38 | 00256 |  0.1% ] 拉莱雅·曼迪 - 高达G之复国运动
[ 39 | 00214 |  0.1% ] 岳羽由加莉 - 女神异闻录3剧场版
[ 40 | 00214 |  0.1% ] 妙高 - 苍蓝钢铁的琶音DC
[ 41 | 00198 |  0.1% ] 响逢衣 - 旋转少女
[ 42 | 00195 |  0.1% ] 紫紫户狮穗 - 其实我是
[ 43 | 00170 |  0.1% ] 熊谷绘里 - 音乐少女
[ 44 | 00145 |  0.1% ] 姬里玛利亚 - 偶像活动剧场版
[ 45 | 00139 |  0.1% ] 小啾 - 干支魂
[ 46 | 00113 |  0.1% ] 幻影女皇 - 光之美少女happinesscharge
[ 47 | 00093 |  0.1% ] 深雪·麦肯锡 - 如果折断她的旗OAD
[ 48 | 00065 |  0.0% ] 奥克塔薇亚 - 牙狼 炎之刻印
[ 49 | 00064 |  0.0% ] 鹤卷莲 - Venus Project Climax

2015-11-04 晋级数据 TOP100 男子组 (总票数: 156324)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 24286 | 15.5% ] 冈部伦太郎 - 命运石之门 聪明睿智的认知计算
[ 02 | 15350 |  9.8% ] 安艺伦也 - 路人女主的养成方法
[ 03 | 14862 |  9.5% ] 可儿江西也 - 甘城光辉游乐园
[ 04 | 14410 |  9.2% ] 银古 - 虫师 续章
[ 05 | 14113 |  9.0% ] 绫崎飒 - 旋风管家OAD
[ 06 | 09078 |  5.8% ] 简·皮耶尔·波鲁纳雷夫 - JOJO的奇妙冒险 星尘斗士 埃及篇
[ 07 | 07674 |  4.9% ] 特托拉 - 记录的地平线 第二季
[ 08 | 06757 |  4.3% ] 龙 - 赤发白雪姬
[ 09 | 05517 |  3.5% ] 伊万·布拉金斯基 - 黑塔利亚 第六季
[ 10 | 04526 |  2.9% ] 千早群像 - 苍蓝钢铁的琶音DC
[ 11 | 04501 |  2.9% ] 树濑望 - 关于完全听不懂老公在说什么的事
[ 12 | 03684 |  2.4% ] 佐田恭也 - 狼少女与黑王子
[ 13 | 03225 |  2.1% ] 大野木 - 火影忍者 疾风传
[ 14 | 02614 |  1.7% ] 库利亚 - 戏剧性谋杀 TV未放送
[ 15 | 02564 |  1.6% ] 山田桐生 - 迷糊餐厅 第三季
[ 16 | 02376 |  1.5% ] 真田弦一郎 - 新网球王子OVA vs Genius10
[ 17 | 02010 |  1.3% ] 朝日奈梓 - 兄弟战争OVA
[ 18 | 01989 |  1.3% ] 亚久津仁 - 新网球王子OVA vs Genius10
[ 19 | 01928 |  1.2% ] 虹村修造 - 黑子的篮球 第三季
[ 20 | 01778 |  1.1% ] 卡斯巴尔·雷姆·戴肯(夏亚) - 机动战士高达THE ORIGIN
[ 21 | 01410 |  0.9% ] 斯瓦罗·克拉茨瓦利 - ChaosDragon赤龙战役
[ 22 | 01370 |  0.9% ] 菲利克斯·安隆·泰纳尔迪耶 - 魔弹之王与战姬
[ 23 | 01363 |  0.9% ] 科迪·巴尔夫 - 黑街
[ 24 | 01330 |  0.9% ] 钱形幸一 - 鲁邦三世剧场版 次元大介的墓碑
[ 25 | 01186 |  0.8% ] 多华宫仄 - 魔女的使命OAD
[ 26 | 01078 |  0.7% ] 濑名圣湖 - 恋爱舞台OVA
[ 27 | 00984 |  0.6% ] 榊游胜 - 游戏王ARC-V
[ 28 | 00938 |  0.6% ] 安倍苍世 - 笑傲昙天
[ 29 | 00727 |  0.5% ] 龙 - 绝对双刃
[ 30 | 00447 |  0.3% ] 克劳斯·沃里克 - CodeGeass亡国的阿基德
[ 31 | 00348 |  0.2% ] 乔纳森·光弘·巴特蓝 - 苍穹之法芙娜EXODUS
[ 32 | 00330 |  0.2% ] 真壁史彦 - 苍穹之法芙娜EXODUS
[ 33 | 00318 |  0.2% ] 林藤匠 - 境界触发者
[ 34 | 00227 |  0.1% ] 仓田岩铁 - 激战奥雷卡
[ 35 | 00224 |  0.1% ] 黑鸟持手男 - 美男高校地球防卫部LOVE
[ 36 | 00147 |  0.1% ] 铃鹿友龟 - 旋转少女
[ 37 | 00141 |  0.1% ] 唐泽克己 - 境界触发者
[ 38 | 00138 |  0.1% ] 金形铁之助 - 英雄银行
[ 39 | 00117 |  0.1% ] 零 - 龙收藏
[ 40 | 00107 |  0.1% ] 石川啄木 - 法兰雀丝卡
[ 41 | 00089 |  0.1% ] 白州健二郎 - 钻石王牌
[ 42 | 00063 |  0.0% ] 轰鬼玄马 - 未来卡搭档对战

2015-11-03 晋级数据 TOP100 女子组 (总票数: 168631)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 28888 | 17.1% ] 五河琴里 - 约会大作战2 TV未放送
[ 02 | 22926 | 13.6% ] 华城绫女 - 没有黄段子存在的无聊世界
[ 03 | 17000 | 10.1% ] Rider - Fate/stay night [UBW]
[ 04 | 12995 |  7.7% ] 北上 - 舰队collection
[ 05 | 12185 |  7.2% ] 菈菈·萨塔琳·戴比路克 - ToLoveRu Darkness 2nd
[ 06 | 11445 |  6.8% ] 菲特·泰斯特罗莎·哈拉温 - 魔法少女奈叶ViVid
[ 07 | 10650 |  6.3% ] 比睿 - 舰队collection
[ 08 | 04114 |  2.4% ] 金刚 - 苍蓝钢铁的琶音DC
[ 09 | 03774 |  2.2% ] 胖虎的妹妹 - 哆啦A梦
[ 10 | 03723 |  2.2% ] 亚乌菈·贝拉·菲欧拉 - OVERLORD
[ 11 | 03280 |  1.9% ] 矢田桃花 - 暗杀教室
[ 12 | 02985 |  1.8% ] 莉莉露卡·厄德 - 在地下城寻求邂逅是否搞错了什么
[ 13 | 02480 |  1.5% ] 龙门渕透华 - 咲日和
[ 14 | 02115 |  1.3% ] 虫奉行 - 常住战阵虫奉行OVA
[ 15 | 02112 |  1.3% ] 御园千莉 - 大图书馆的牧羊人
[ 16 | 02027 |  1.2% ] 小凑露子 - 选择扩散者
[ 17 | 01699 |  1.0% ] 蕾克蒂·艾森纳赫 - 空战魔导士候补生的教官
[ 18 | 01692 |  1.0% ] 猿岛玛利亚 - 山田君与七个魔女
[ 19 | 01665 |  1.0% ] 盐见周子 - 偶像大师 灰姑娘女孩
[ 20 | 01549 |  0.9% ] 阿米拉 - 巴哈姆特之怒
[ 21 | 01529 |  0.9% ] 长濑梨子 - 吹响！上低音号
[ 22 | 01479 |  0.9% ] 弗兰西斯卡·鲁奇尼 - 强袭魔女新OVA
[ 23 | 01117 |  0.7% ] 四月一日伊织 - 苍蓝钢铁的琶音DC
[ 24 | 01033 |  0.6% ] 乌尔莉卡·雷蒂斯玛 - ChaosDragon赤龙战役
[ 25 | 01010 |  0.6% ] 立川裕子 - 寄生兽 生命的准则
[ 26 | 01000 |  0.6% ] 薇薇安 - CROSSANGE 天使与龙的轮舞
[ 27 | 00964 |  0.6% ] 岸桃华 - 夜樱四重奏OAD
[ 28 | 00932 |  0.6% ] 树 - 放学后的昴星团
[ 29 | 00852 |  0.5% ] 井上成美 - 灵感
[ 30 | 00834 |  0.5% ] 黄濑弥生(Cure Peace) - 光之美少女全明星 春季嘉年华
[ 31 | 00808 |  0.5% ] 千依 - 选择扩散者
[ 32 | 00800 |  0.5% ] 哈鲁卡少尉 - 军人少女
[ 33 | 00686 |  0.4% ] 黑川凪子 - 临时女友
[ 34 | 00675 |  0.4% ] Dark Eye(爱) - 怪盗JOKER
[ 35 | 00610 |  0.4% ] 多龙芝 - 夜之小双侠
[ 36 | 00599 |  0.4% ] 馆林水奈 - 夜樱四重奏OAD
[ 37 | 00581 |  0.3% ] 千波花音 - 电波教师
[ 38 | 00571 |  0.3% ] 葵 - 放学后的昴星团
[ 39 | 00489 |  0.3% ] 剑崎真琴(Cure Sword) - 光之美少女全明星 春季嘉年华
[ 40 | 00421 |  0.2% ] 梅 - CROSSANGE 天使与龙的轮舞
[ 41 | 00417 |  0.2% ] 远见千鹤 - 苍穹之法芙娜EXODUS
[ 42 | 00371 |  0.2% ] 绿川直(Cure March) - 光之美少女全明星 春季嘉年华
[ 43 | 00336 |  0.2% ] 桂虎彻 - 魔女的使命OAD
[ 44 | 00250 |  0.1% ] 梨田织叶 - 绝命制裁X
[ 45 | 00232 |  0.1% ] 红鹤 - ChaosDragon赤龙战役
[ 46 | 00213 |  0.1% ] 万子 - 旋转少女
[ 47 | 00190 |  0.1% ] 卡魔拉 - 天雷争霸 复仇者联盟
[ 48 | 00168 |  0.1% ] 芙隆·弗拉梅尔 - 空战魔导士候补生的教官
[ 49 | 00160 |  0.1% ] 大泽木顺子 - 浦安铁筋家族 第二季

2015-11-03 晋级数据 TOP100 男子组 (总票数: 140120)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 15879 | 11.3% ] 斯雷因·特洛耶特 - ALDNOAH ZERO 第二季
[ 02 | 15744 | 11.2% ] 猿飞日斩 - 火影忍者 疾风传
[ 03 | 14879 | 10.6% ] 鬼灯 - 鬼灯的冷彻OAD
[ 04 | 13497 |  9.6% ] 间桐慎二 - Fate/stay night [UBW]
[ 05 | 10026 |  7.2% ] 大雄的爸爸 - 哆啦A梦
[ 06 | 08449 |  6.0% ] 桃城武 - 新网球王子OVA vs Genius10
[ 07 | 07745 |  5.5% ] 黛千寻 - 黑子的篮球 第三季
[ 08 | 07625 |  5.4% ] 越前龙雅 - 新网球王子OVA vs Genius10
[ 09 | 05575 |  4.0% ] 伊集院响 - 纯情罗曼史3
[ 10 | 04271 |  3.0% ] 地场卫 - 美少女战士Crystal
[ 11 | 04053 |  2.9% ] 月岛萤 - 排球少年剧场版
[ 12 | 03113 |  2.2% ] 空闲游真 - 境界触发者
[ 13 | 03097 |  2.2% ] 卡缪 - 歌之王子殿下 第三季
[ 14 | 02716 |  1.9% ] 后藤 - 寄生兽 生命的准则
[ 15 | 02697 |  1.9% ] 降旗光树 - 黑子的篮球 第三季
[ 16 | 02501 |  1.8% ] 鸣子章吉 - 飙速宅男 第二季
[ 17 | 02369 |  1.7% ] 马科斯·艾琳古拉德·加西亚 - 火星异种
[ 18 | 02315 |  1.7% ] 天户岳 - 干支魂
[ 19 | 02078 |  1.5% ] X教授 - 天雷争霸 复仇者联盟
[ 20 | 01889 |  1.3% ] 中里毅 - 头文字D 新剧场版
[ 21 | 01667 |  1.2% ] 高梨太郎 - 白箱
[ 22 | 01074 |  0.8% ] 宝藏院胤舜 - 一骑当千 Extravaganza Epoch
[ 23 | 00856 |  0.6% ] 桃太郎 - 鬼灯的冷彻OAD
[ 24 | 00635 |  0.5% ] 未门阳太 - 未来卡搭档对战
[ 25 | 00631 |  0.5% ] 草野 - 寄生兽 生命的准则
[ 26 | 00595 |  0.4% ] 观月狮堂 - 夜樱四重奏OAD
[ 27 | 00591 |  0.4% ] 岛大介 - 宇宙战舰大和号2199 追忆的航海
[ 28 | 00576 |  0.4% ] 帕兹 - 攻壳机动队ARISE TV版
[ 29 | 00438 |  0.3% ] 真田志郎 - 宇宙战舰大和号2199 追忆的航海
[ 30 | 00428 |  0.3% ] 铃木理诘梦 - 科学小飞侠Crowds 第二季
[ 31 | 00405 |  0.3% ] 浦山椎太 - 新网球王子OVA vs Genius10
[ 32 | 00366 |  0.3% ] 山本 - 潮与虎
[ 33 | 00285 |  0.2% ] 海林 - 境界触发者
[ 34 | 00161 |  0.1% ] 樋笠昭二 - 钻石王牌
[ 35 | 00160 |  0.1% ] 小楯保 - 苍穹之法芙娜EXODUS
[ 36 | 00148 |  0.1% ] 岛谷胜也 - 魔神之骨
[ 37 | 00147 |  0.1% ] 间崎贤一 - 潮与虎
[ 38 | 00108 |  0.1% ] 犬饲善藏 - 笑傲昙天
[ 39 | 00104 |  0.1% ] 巴里修 - 魔神之骨
[ 40 | 00089 |  0.1% ] Master.T - 舞力四射
[ 41 | 00083 |  0.1% ] 林晋太郎 - 创圣的大天使Logos
[ 42 | 00055 |  0.0% ] 土合突男 - 未来卡搭档对战

2015-11-02 晋级数据 TOP100 女子组 (总票数: 204334)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 31185 | 15.3% ] 凉宫春日 - 小长门有希的消失
[ 02 | 28737 | 14.1% ] 间桐樱 - Fate/stay night [UBW]
[ 03 | 23270 | 11.4% ] 园田海未 - Love Live! The School Idol Movie
[ 04 | 22910 | 11.2% ] 本场切绘 - 干物妹小埋
[ 05 | 16034 |  7.8% ] 艾露莎·舒卡勒托 - 妖精的尾巴 第二季
[ 06 | 11656 |  5.7% ] 一条萤 - 悠哉日常大王 第二季
[ 07 | 08649 |  4.2% ] 茅野枫 - 暗杀教室
[ 08 | 08238 |  4.0% ] 小鸟游空 - 要听爸爸的话OAD
[ 09 | 05544 |  2.7% ] 新仓绫音 - 老婆是学生会长
[ 10 | 04983 |  2.4% ] 穗波玉(小玉) - 樱桃小丸子 第二季
[ 11 | 03087 |  1.5% ] 希莉奴 - ToLoveRu Darkness 2nd
[ 12 | 02805 |  1.4% ] 僵尸娜 - 魔物娘相伴的日常
[ 13 | 02495 |  1.2% ] 索菲娅·奥塔斯 - 魔弹之王与战姬
[ 14 | 02391 |  1.2% ] 克洛伊·勒梅尔 - 临时女友
[ 15 | 02172 |  1.1% ] 有栖川小枝子 - 临时女友
[ 16 | 02172 |  1.1% ] 夏洛克·雪莉福德 - 侦探歌剧少女福尔摩斯TD
[ 17 | 02032 |  1.0% ] 岚城五月 - 圣剑使的禁咒咏唱
[ 18 | 01934 |  0.9% ] 艾瑞卡·哈特曼 - 强袭魔女新OVA
[ 19 | 01729 |  0.8% ] 艾拉·伊尔玛塔尔·尤蒂莱南 - 强袭魔女新OVA
[ 20 | 01706 |  0.8% ] 十条美十 - 终结的炽天使
[ 21 | 01694 |  0.8% ] 枪樱姬 - 夜樱四重奏OAD
[ 22 | 01581 |  0.8% ] 小锻治健夜 - 咲日和
[ 23 | 01562 |  0.8% ] 尼娜·克莱因 - ALDNOAH ZERO 第二季
[ 24 | 01363 |  0.7% ] 秋月律子 - 偶像大师剧场版
[ 25 | 01340 |  0.7% ] 御园千绫 - 旋转少女
[ 26 | 01222 |  0.6% ] 莉子·弗拉梅尔 - 空战魔导士候补生的教官
[ 27 | 01071 |  0.5% ] 歌尔特露特·巴克霍隆 - 强袭魔女新OVA
[ 28 | 01051 |  0.5% ] 馆林火奈 - 夜樱四重奏OAD
[ 29 | 00931 |  0.5% ] 佩瑞妮·H·克洛斯特曼 - 强袭魔女新OVA
[ 30 | 00863 |  0.4% ] 丽洁·兰多格 - CROSSANGE 天使与龙的轮舞
[ 31 | 00842 |  0.4% ] 狂华 - 妖精的尾巴 第二季
[ 32 | 00664 |  0.3% ] 吽 - SHOW BY ROCK!!
[ 33 | 00633 |  0.3% ] 樱田五月 - 城下町的蒲公英
[ 34 | 00614 |  0.3% ] 及川雫 - 偶像大师 灰姑娘女孩
[ 35 | 00558 |  0.3% ] 水镜美三香 - 苍穹之法芙娜EXODUS
[ 36 | 00545 |  0.3% ] 拉布拉 - 宝石宠物MagicalChange
[ 37 | 00508 |  0.2% ] 桃园爱(Cure Peach) - 光之美少女全明星 春季嘉年华
[ 38 | 00473 |  0.2% ] 曳尾谷爱 - Punchline
[ 39 | 00387 |  0.2% ] 石田一寸木 - 临时女友
[ 40 | 00340 |  0.2% ] 玛尼·安巴萨达 - 高达G之复国运动
[ 41 | 00331 |  0.2% ] 寺井秋乃 - 白银的意志 ARGEVOLLEN
[ 42 | 00325 |  0.2% ] 海凪花岚 - 创圣的大天使Logos
[ 43 | 00322 |  0.2% ] 黑川艾莲(Cure Beat) - 光之美少女全明星 春季嘉年华
[ 44 | 00298 |  0.1% ] 泡芙 - Go!Princess光之美少女
[ 45 | 00296 |  0.1% ] 望月兰 - 早安恋味蛋糕店
[ 46 | 00285 |  0.1% ] 小此木友美 - 摸索吧！部活剧 第三季
[ 47 | 00259 |  0.1% ] 云母爱理 - 宝石宠物MagicalChange
[ 48 | 00150 |  0.1% ] 群青早云 - 战斗之魂 烈火魂
[ 49 | 00097 |  0.0% ] 小濑路未 - Venus Project Climax

2015-11-02 晋级数据 TOP100 男子组 (总票数: 193397)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 31377 | 16.2% ] 蒙奇·D·路飞 - 海贼王
[ 02 | 31144 | 16.1% ] 宇智波鼬 - 火影忍者 疾风传
[ 03 | 27879 | 14.4% ] 漩涡鸣人 - 火影忍者 疾风传
[ 04 | 17830 |  9.2% ] 夜刀神狗朗 - K MISSING KINGS
[ 05 | 16959 |  8.8% ] 波风水门 - 火影忍者 疾风传
[ 06 | 11449 |  5.9% ] 乌间惟臣 - 暗杀教室
[ 07 | 09059 |  4.7% ] 比克 - 龙珠改 魔人布欧篇
[ 08 | 07356 |  3.8% ] 火神大我 - 黑子的篮球 第三季
[ 09 | 07200 |  3.7% ] 奈良鹿丸 - 火影忍者 疾风传
[ 10 | 06979 |  3.6% ] 安藤寿来 - 日常系的异能战斗
[ 11 | 04364 |  2.3% ] 东城步 - 银魂°
[ 12 | 03512 |  1.8% ] 椎叶水树 - 纯情罗曼史3
[ 13 | 01884 |  1.0% ] 今吉翔一 - 黑子的篮球 第三季
[ 14 | 01578 |  0.8% ] 希特隆 - 宠物小精灵XY
[ 15 | 01490 |  0.8% ] 黑尾铁朗 - 排球少年剧场版
[ 16 | 01162 |  0.6% ] 古贺紫苑 - 雨色可可
[ 17 | 01028 |  0.5% ] 荒卷大辅 - 攻壳机动队ARISE TV版
[ 18 | 00963 |  0.5% ] 手折正弦 - 凭物语
[ 19 | 00872 |  0.5% ] 龙炎寺翼空 - 未来卡搭档对战
[ 20 | 00856 |  0.4% ] 771 - 大图书馆的牧羊人
[ 21 | 00823 |  0.4% ] 小凑春市 - 钻石王牌
[ 22 | 00811 |  0.4% ] 青崎柊 - 无头骑士异闻录×2 承
[ 23 | 00811 |  0.4% ] 降谷晓 - 钻石王牌
[ 24 | 00783 |  0.4% ] 亚斯 - 世界征服谋略之星OVA
[ 25 | 00706 |  0.4% ] 前田庆次 - 战国无双
[ 26 | 00491 |  0.3% ] 皮尼欧 - 翠星的加尔刚蒂亚OVA
[ 27 | 00398 |  0.2% ] 相马主计 - 法兰雀丝卡
[ 28 | 00373 |  0.2% ] 天根光 - 新网球王子OVA vs Genius10
[ 29 | 00341 |  0.2% ] 猎鹰 - 天雷争霸 复仇者联盟
[ 30 | 00339 |  0.2% ] 矢野宗一 - 军人少女
[ 31 | 00325 |  0.2% ] 耶鲁奥崎 - 鲁邦三世剧场版 次元大介的墓碑
[ 32 | 00312 |  0.2% ] 田仲聪辅 - 枕男子
[ 33 | 00272 |  0.1% ] 矶野鲣男 - 海螺小姐
[ 34 | 00270 |  0.1% ] 山波翼 - 白银的意志 ARGEVOLLEN
[ 35 | 00267 |  0.1% ] 寒咲通司 - 飙速宅男 第二季
[ 36 | 00253 |  0.1% ] 神力侠 - 天雷争霸 复仇者联盟
[ 37 | 00210 |  0.1% ] 土田聪史 - 黑子的篮球 第三季
[ 38 | 00197 |  0.1% ] 鱼虎守 - 旋转少女
[ 39 | 00193 |  0.1% ] 舍丸 - 辉夜姬物语
[ 40 | 00146 |  0.1% ] 桥田割男 - 美男高校地球防卫部LOVE
[ 41 | 00095 |  0.0% ] 祸津刃 - 未来卡搭档对战
[ 42 | 00040 |  0.0% ] 狮子堂游次 - 舞力四射

2015-11-01 晋级数据 TOP100 女子组 (总票数: 121340)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 22583 | 18.6% ] 伊莉雅斯菲尔·冯·爱因兹贝伦 - 魔法少女伊莉雅2wei Herz
[ 02 | 16299 | 13.4% ] 星空凛 - Love Live! The School Idol Movie
[ 03 | 14734 | 12.1% ] 吉普莉尔 - 游戏人生OVA
[ 04 | 12477 | 10.3% ] 赤瞳 - 斩·赤红之瞳
[ 05 | 05543 |  4.6% ] 小鸟游美羽 - 要听爸爸的话OAD
[ 06 | 05007 |  4.1% ] 川内 - 舰队collection
[ 07 | 04718 |  3.9% ] 狗神(女版) - 银仙
[ 08 | 03892 |  3.2% ] 风见一姬 - 灰色的果实
[ 09 | 03684 |  3.0% ] 艾丝·华伦斯坦 - 在地下城寻求邂逅是否搞错了什么
[ 10 | 03477 |  2.9% ] 池田千岁 - 摇曳百合OVA
[ 11 | 02907 |  2.4% ] 天海春香 - 偶像大师剧场版
[ 12 | 02526 |  2.1% ] 仓濑真由美 - 食戟之灵
[ 13 | 02439 |  2.0% ] 川岛绿辉 - 吹响！上低音号
[ 14 | 02405 |  2.0% ] 蕾拉·玛露卡尔 - CodeGeass亡国的阿基德
[ 15 | 02120 |  1.7% ] 莎莉娜 - 宠物小精灵XY
[ 16 | 01348 |  1.1% ] 鹭泽文香 - 偶像大师 灰姑娘女孩
[ 17 | 01341 |  1.1% ] 伊利亚 - 七人魔法使
[ 18 | 01177 |  1.0% ] 大宫勇 - 黄金拼图 第二季
[ 19 | 01114 |  0.9% ] 赤羽市 - 青春×机关枪
[ 20 | 01104 |  0.9% ] 飞鸟美琴 - 山田君与七个魔女
[ 21 | 00993 |  0.8% ] 首藤凉 - 恶魔之谜 TV未放送
[ 22 | 00981 |  0.8% ] 樱田栞 - 城下町的蒲公英
[ 23 | 00838 |  0.7% ] 园川桃香 - 生存游戏部OVA
[ 24 | 00678 |  0.6% ] 岛津朔邪 - 依丝卡
[ 25 | 00627 |  0.5% ] 世嘉土星 - 世嘉硬件女孩
[ 26 | 00586 |  0.5% ] 妹尾佳织 - 咲日和
[ 27 | 00572 |  0.5% ] 雾矢葵 - 偶像活动 第三季
[ 28 | 00495 |  0.4% ] 小女鹿兰兰 - 蜡笔小新2014剧场版
[ 29 | 00487 |  0.4% ] 米歇尔·K·戴维斯 - 火星异种
[ 30 | 00411 |  0.3% ] 桃香·荻野目 - CROSSANGE 天使与龙的轮舞
[ 31 | 00339 |  0.3% ] V·莉菈·F - 夜樱四重奏OAD
[ 32 | 00309 |  0.3% ] 绮声神心音 - 创圣的大天使Logos
[ 33 | 00299 |  0.2% ] 东刹那(Cure Passion) - 光之美少女全明星 春季嘉年华
[ 34 | 00287 |  0.2% ] 调边亚子(Cure Muse) - 光之美少女全明星 春季嘉年华
[ 35 | 00285 |  0.2% ] 龙胆静音 - 枪神斯托拉塔斯
[ 36 | 00260 |  0.2% ] 红城永久(Cure Scarlet) - Go!Princess光之美少女
[ 37 | 00253 |  0.2% ] 佐佐木妃子 - 笑傲昙天
[ 38 | 00222 |  0.2% ] 栗原千秋 - 暴力宇宙海贼 亚空的深渊
[ 39 | 00216 |  0.2% ] 内木由纪 - 幸腹涂鸦
[ 40 | 00215 |  0.2% ] 铃本纪子 - 旋转少女
[ 41 | 00179 |  0.1% ] 柏拉庵 - 翠星的加尔刚蒂亚OVA
[ 42 | 00165 |  0.1% ] 宇津木环那 - 魔女的使命OAD
[ 43 | 00153 |  0.1% ] 木场美琴 - 绝命制裁X
[ 44 | 00142 |  0.1% ] 喜友名雾子 - 健全机斗士OVA
[ 45 | 00128 |  0.1% ] 宇佐美阳菜 - 摸索吧！部活剧 第三季
[ 46 | 00122 |  0.1% ] 柏莉奴莉 - 翠星的加尔刚蒂亚OVA
[ 47 | 00096 |  0.1% ] 帕梅拉 - CROSSANGE 天使与龙的轮舞
[ 48 | 00079 |  0.1% ] 佐佐木姬子 - 网球优等生 第二季
[ 49 | 00028 |  0.0% ] 朽绳照美 - 未来卡搭档对战

2015-11-01 晋级数据 TOP100 男子组 (总票数: 108263)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 24593 | 22.7% ] 土间太平 - 干物妹小埋
[ 02 | 15483 | 14.3% ] 宗像礼司 - K MISSING KINGS
[ 03 | 11518 | 10.6% ] 草薙出云 - K MISSING KINGS
[ 04 | 08871 |  8.2% ] 伊武崎峻 - 食戟之灵
[ 05 | 05415 |  5.0% ] 路德维希·贝什米特 - 黑塔利亚 第六季
[ 06 | 05382 |  5.0% ] 早乙女与一 - 终结的炽天使
[ 07 | 04884 |  4.5% ] 轰力雷树 - 没有黄段子存在的无聊世界
[ 08 | 03209 |  3.0% ] 菅原孝支 - 排球少年剧场版
[ 09 | 03037 |  2.8% ] 木下诚一 - 白箱
[ 10 | 02765 |  2.6% ] 学院长 - 七人魔法使
