惨遭淘汰排行榜 男子组
序号: [ 日期 | 小组名次 | 票数 ] 人物名称 - 作品名称
316: [ 2015-11-04 | 18 | 01989 ] 亚久津仁 - 新网球王子OVA vs Genius10
317: [ 2015-11-15 | 14 | 01971 ] 一条龙马 - 恋爱舞台OVA
318: [ 2015-11-15 | 15 | 01965 ] 翟鹤(绿龙) - 晨曦公主
319: [ 2015-11-17 | 17 | 01955 ] 前野蜜也 - 月刊少女野崎君OVA
320: [ 2015-11-11 | 15 | 01952 ] 月宫林檎 - 歌之王子殿下 第三季
321: [ 2015-12-01 | 16 | 01947 ] 克罗·霍根 - 游戏王ARC-V
322: [ 2015-11-30 | 16 | 01943 ] 旗立飒太 - 如果折断她的旗OAD
323: [ 2015-12-03 | 20 | 01937 ] 马可·阿德里亚诺 - 黑街
324: [ 2015-11-12 | 17 | 01931 ] 宇田守 - 寄生兽 生命的准则
325: [ 2015-11-04 | 19 | 01928 ] 虹村修造 - 黑子的篮球 第三季
326: [ 2015-11-28 | 20 | 01927 ] 艾尔夫曼·斯特劳斯 - 妖精的尾巴 第二季
327: [ 2015-12-05 | 14 | 01923 ] 道格 - 黑街
328: [ 2015-11-18 | 16 | 01923 ] 一十木音也 - 歌之王子殿下 第三季
329: [ 2015-11-24 | 17 | 01923 ] 真田幸村 - 战国无双
330: [ 2015-11-20 | 13 | 01916 ] 及川彻 - 排球少年剧场版
331: [ 2015-11-10 | 17 | 01907 ] 渡边隼 - 白箱
332: [ 2015-11-03 | 20 | 01889 ] 中里毅 - 头文字D 新剧场版
333: [ 2015-11-02 | 13 | 01884 ] 今吉翔一 - 黑子的篮球 第三季
334: [ 2015-11-05 | 14 | 01880 ] 仲野晴辉 - 群居姐妹
335: [ 2015-11-22 | 17 | 01875 ] 凑 - 放学后的昴星团
336: [ 2015-11-05 | 15 | 01874 ] 田中汤姆 - 无头骑士异闻录×2 承
337: [ 2015-12-01 | 17 | 01867 ] 维斯 - 龙珠·超
338: [ 2015-11-09 | 15 | 01867 ] 寺井黄之助 - 魔术快斗1412
339: [ 2015-11-09 | 16 | 01845 ] 鹰巢 - 我家浴缸的二三事
340: [ 2015-11-16 | 12 | 01841 ] 田中 - 黑执事 Book of Murder
341: [ 2015-12-05 | 15 | 01823 ] 苏芳 - 晨曦公主
342: [ 2015-11-01 | 13 | 01810 ] 朝日奈椿 - 兄弟战争OVA
343: [ 2015-10-31 | 14 | 01809 ] 田中龙之介 - 排球少年剧场版
344: [ 2015-11-10 | 18 | 01792 ] 忍足侑士 - 新网球王子OVA vs Genius10
345: [ 2015-12-02 | 16 | 01789 ] 泽诺(黄龙) - 晨曦公主
346: [ 2015-11-29 | 12 | 01782 ] 伊达政宗 - 战国无双
347: [ 2015-11-04 | 20 | 01778 ] 卡斯巴尔·雷姆·戴肯(夏亚) - 机动战士高达THE ORIGIN
348: [ 2015-11-17 | 18 | 01769 ] 黑咲隼 - 游戏王ARC-V
349: [ 2015-12-02 | 17 | 01753 ] 樱宏志(小丸子的爸爸) - 樱桃小丸子 第二季
350: [ 2015-12-04 | 16 | 01741 ] 小野田坂道 - 飙速宅男 第二季
351: [ 2015-11-09 | 17 | 01741 ] 结城理 - 女神异闻录3剧场版
352: [ 2015-11-15 | 16 | 01732 ] 结城达也 - 敢达创战者TRY
353: [ 2015-12-05 | 16 | 01724 ] 朝日奈琉生 - 兄弟战争OVA
354: [ 2015-11-19 | 13 | 01714 ] 黑田 - Hybrid Child
355: [ 2015-11-15 | 17 | 01712 ] 丹尼尔·蒙洛 - 黑街
356: [ 2015-12-03 | 21 | 01708 ] 阎魔大王 - 鬼灯的冷彻OAD
357: [ 2015-11-23 | 15 | 01704 ] 山口忠 - 排球少年剧场版
358: [ 2015-11-22 | 18 | 01704 ] 真柴阳平 - 迷糊餐厅 第三季
359: [ 2015-11-07 | 20 | 01692 ] 井濑纯也 - 敢达创战者TRY
360: [ 2015-11-01 | 14 | 01691 ] 浩克 - 天雷争霸 复仇者联盟
361: [ 2015-11-22 | 19 | 01685 ] 泉一之 - 寄生兽 生命的准则
362: [ 2015-11-23 | 16 | 01681 ] 杂贺让二 - 心理测量者 第二季
363: [ 2015-11-07 | 21 | 01678 ] 峰岸透 - 迷糊餐厅 第三季
364: [ 2015-11-26 | 17 | 01678 ] 二郎 - 元气少女缘结神 第二季
365: [ 2015-11-03 | 21 | 01667 ] 高梨太郎 - 白箱
366: [ 2015-11-05 | 16 | 01665 ] 韦尔夫·克洛佐 - 在地下城寻求邂逅是否搞错了什么
367: [ 2015-11-27 | 10 | 01664 ] 真壁一骑 - 苍穹之法芙娜EXODUS
368: [ 2015-11-29 | 13 | 01658 ] 丁格 - 乐园追放
369: [ 2015-11-18 | 17 | 01657 ] 巨蟹座迪斯马斯克 - 圣斗士星矢 黄金魂
370: [ 2015-11-17 | 19 | 01653 ] 泽渡慎吾 - 游戏王ARC-V
371: [ 2015-11-28 | 21 | 01650 ] 音尾兵吾 - 迷糊餐厅 第三季
372: [ 2015-11-05 | 17 | 01631 ] 李·耿恩 - 记录的地平线 第二季
373: [ 2015-11-24 | 18 | 01627 ] 平冈大辅 - 白箱
374: [ 2015-11-07 | 22 | 01625 ] 库鲁特欧 - ALDNOAH ZERO 第二季
375: [ 2015-11-28 | 22 | 01623 ] 来栖翔 - 歌之王子殿下 第三季
376: [ 2015-11-17 | 20 | 01621 ] 康尼·斯普林格 - 进击的巨人剧场版
377: [ 2015-12-03 | 22 | 01621 ] 诺伊兹 - 戏剧性谋杀 TV未放送
378: [ 2015-11-08 | 22 | 01610 ] 瓦雷利亚·卡尔巴多斯 - DOG DAYS 第三季
379: [ 2015-11-06 | 16 | 01599 ] 德川和也 - 新网球王子OVA vs Genius10
380: [ 2015-11-22 | 20 | 01588 ] 银·佛尔帕斯塔 - 妖精的尾巴 第二季
381: [ 2015-11-29 | 14 | 01580 ] 海雄 - 电器街的漫画店
382: [ 2015-11-02 | 14 | 01578 ] 希特隆 - 宠物小精灵XY
383: [ 2015-11-13 | 18 | 01575 ] 藤堂进之介 - 纯情罗曼史3
384: [ 2015-11-14 | 17 | 01550 ] 赤间游兔 - 御神乐学园组曲
385: [ 2015-11-25 | 13 | 01550 ] 美剑咲夜 - 学园Handsome OVA
386: [ 2015-11-28 | 23 | 01546 ] 仁王雅治 - 新网球王子OVA vs Genius10
387: [ 2015-12-01 | 18 | 01538 ] 朝日奈风斗 - 兄弟战争OVA
388: [ 2015-11-09 | 18 | 01529 ] 伊万·佩雷佩尔金那 - 火星异种
389: [ 2015-11-01 | 15 | 01508 ] 红雀 - 戏剧性谋杀 TV未放送
390: [ 2015-11-20 | 14 | 01500 ] 水户部凛之助 - 黑子的篮球 第三季
391: [ 2015-11-28 | 24 | 01499 ] 金牛座阿鲁迪巴 - 圣斗士星矢 黄金魂
392: [ 2015-11-05 | 18 | 01498 ] 康斯坦斯 - 可塑性记忆
393: [ 2015-10-31 | 15 | 01496 ] 成濑幸也 - CodeGeass亡国的阿基德
394: [ 2015-11-09 | 19 | 01496 ] 比泉秋名 - 夜樱四重奏OAD
395: [ 2015-11-09 | 20 | 01491 ] 柚子 - Hybrid Child
396: [ 2015-11-02 | 15 | 01490 ] 黑尾铁朗 - 排球少年剧场版
397: [ 2015-11-01 | 16 | 01473 ] 拉冀 - 赤发白雪姬
398: [ 2015-11-24 | 19 | 01468 ] 赤马零儿 - 游戏王ARC-V
399: [ 2015-11-27 | 11 | 01461 ] 豪泽尔 - 七大罪
400: [ 2015-11-26 | 18 | 01457 ] 箱根有基 - 美男高校地球防卫部LOVE
401: [ 2015-12-02 | 18 | 01455 ] 若本真吾 - 监狱学园
402: [ 2015-11-21 | 14 | 01452 ] 亚瑟·本多拉贡 - 七大罪
403: [ 2015-11-19 | 14 | 01433 ] 周瑜公瑾 - 一骑当千 Extravaganza Epoch
404: [ 2015-11-19 | 15 | 01428 ] 游里 - 游戏王ARC-V
405: [ 2015-11-19 | 16 | 01425 ] 中村 - 乱步奇谭 Game of Laplace
406: [ 2015-12-01 | 19 | 01419 ] 银河万丈 - 那就是声优
407: [ 2015-12-05 | 17 | 01414 ] 前田敦博 - TARI TARI OVA
408: [ 2015-10-31 | 16 | 01414 ] 席尔梅斯 - 亚尔斯兰战记
409: [ 2015-11-04 | 21 | 01410 ] 斯瓦罗·克拉茨瓦利 - ChaosDragon赤龙战役
410: [ 2015-11-30 | 17 | 01400 ] 阿格尼 - 黑执事 Book of Murder
411: [ 2015-11-15 | 18 | 01395 ] 草津锦史郎 - 美男高校地球防卫部LOVE
412: [ 2015-11-26 | 19 | 01389 ] 荒北靖友 - 飙速宅男 第二季
413: [ 2015-11-09 | 21 | 01389 ] 北白川豆大 - 玉子市场 剧场版
414: [ 2015-11-06 | 17 | 01382 ] 寺坂龙马 - 暗杀教室
415: [ 2015-11-21 | 15 | 01378 ] 神木世海 - 敢达创战者TRY
416: [ 2015-12-02 | 19 | 01376 ] 本田丰 - 白箱
417: [ 2015-11-29 | 15 | 01372 ] 雏河翔 - 心理测量者 第二季
418: [ 2015-11-04 | 22 | 01370 ] 菲利克斯·安隆·泰纳尔迪耶 - 魔弹之王与战姬
419: [ 2015-11-04 | 23 | 01363 ] 科迪·巴尔夫 - 黑街
420: [ 2015-11-11 | 16 | 01360 ] 真木 - 我家浴缸的二三事
421: [ 2015-11-22 | 21 | 01359 ] 梅查·达高南池 - 玉子市场 剧场版
422: [ 2015-11-24 | 20 | 01355 ] 六道鲭人 - 境界之轮回
423: [ 2015-11-18 | 18 | 01353 ] 查尔斯·菲普斯 - 黑执事 Book of Murder
424: [ 2015-11-06 | 18 | 01348 ] 远山金太郎 - 新网球王子OVA vs Genius10
425: [ 2015-11-27 | 12 | 01346 ] 利弗·兰格·德·夏·哈尔瓦 - DOG DAYS 第三季
426: [ 2015-11-04 | 24 | 01330 ] 钱形幸一 - 鲁邦三世剧场版 次元大介的墓碑
427: [ 2015-11-05 | 19 | 01328 ] 叶戈尔 - 无头骑士异闻录×2 承
428: [ 2015-11-30 | 18 | 01321 ] 雫石凉 - 纯情罗曼史3
429: [ 2015-11-01 | 17 | 01305 ] 广川刚志 - 寄生兽 生命的准则
430: [ 2015-11-24 | 21 | 01302 ] 梅里 - 枕男子
431: [ 2015-11-25 | 14 | 01293 ] 四之宫那月 - 歌之王子殿下 第三季
432: [ 2015-11-19 | 17 | 01293 ] 护 - 元气少女缘结神 第二季
433: [ 2015-11-14 | 18 | 01287 ] 东峰旭 - 排球少年剧场版
434: [ 2015-11-18 | 19 | 01285 ] 金城白子 - 笑傲昙天
435: [ 2015-11-06 | 19 | 01284 ] 不二裕太 - 新网球王子OVA vs Genius10
436: [ 2015-11-27 | 13 | 01276 ] 今泉俊辅 - 飙速宅男 第二季
437: [ 2015-11-11 | 17 | 01268 ] 冈岛大河 - 暗杀教室
438: [ 2015-10-31 | 17 | 01250 ] 前田良树 - 学园Handsome OVA
439: [ 2015-11-11 | 18 | 01249 ] 光男 - 寄生兽 生命的准则
440: [ 2015-11-23 | 17 | 01248 ] 巴特 - 攻壳机动队ARISE TV版
441: [ 2015-11-07 | 23 | 01247 ] 大叔 - 军人少女
442: [ 2015-10-31 | 18 | 01247 ] 西园寺辉彦 - 学园Handsome OVA
443: [ 2015-11-09 | 22 | 01247 ] 布拉达努博士 - 宠物小精灵XY
444: [ 2015-11-22 | 22 | 01243 ] 柯尔特 - 黑街
445: [ 2015-11-23 | 18 | 01237 ] 刘伟 - 黑子的篮球 第三季
446: [ 2015-11-30 | 19 | 01234 ] 丸尾末夫 - 樱桃小丸子 第二季
447: [ 2015-11-16 | 13 | 01234 ] 贝特霍尔德·胡佛 - 进击的巨人剧场版
448: [ 2015-11-08 | 23 | 01226 ] 扎兹巴鲁姆 - ALDNOAH ZERO 第二季
449: [ 2015-11-06 | 20 | 01223 ] 刘翊武 - 火星异种
450: [ 2015-11-14 | 19 | 01218 ] 乙比古 - 元气少女缘结神 第二季
451: [ 2015-12-03 | 23 | 01212 ] 似鸟爱一郎 - Free! TV未放送
452: [ 2015-11-18 | 20 | 01207 ] 克劳 - SHOW BY ROCK!!
453: [ 2015-11-09 | 23 | 01203 ] 濑谷壹 - Hybrid Child
454: [ 2015-11-04 | 25 | 01186 ] 多华宫仄 - 魔女的使命OAD
455: [ 2015-11-30 | 20 | 01179 ] 丸川正人 - 白箱
456: [ 2015-12-03 | 24 | 01178 ] 大筒木舍人 - 火影忍者剧场版 THE LAST
457: [ 2015-11-18 | 21 | 01177 ] 荻原成浩 - 黑子的篮球 第三季
458: [ 2015-11-16 | 14 | 01167 ] 昙天火 - 笑傲昙天
459: [ 2015-11-23 | 19 | 01166 ] 相乐玲 - 恋爱舞台OVA
460: [ 2015-11-08 | 24 | 01164 ] 兰巴·拉尔 - 敢达创战者TRY
461: [ 2015-11-02 | 16 | 01162 ] 古贺紫苑 - 雨色可可
462: [ 2015-11-14 | 20 | 01158 ] 泽村荣纯 - 钻石王牌
463: [ 2015-11-08 | 25 | 01155 ] 伊耶亚斯 - 斩·赤红之瞳
464: [ 2015-12-01 | 20 | 01153 ] 樱田遥 - 城下町的蒲公英
465: [ 2015-11-17 | 21 | 01141 ] 相模静梦 - 日常系的异能战斗
466: [ 2015-11-16 | 15 | 01141 ] 利瓦 - 斩·赤红之瞳
467: [ 2015-11-12 | 18 | 01133 ] 凑川贞松 - 御神乐学园组曲
468: [ 2015-11-11 | 19 | 01128 ] 远藤亮介 - 白箱
469: [ 2015-11-29 | 16 | 01111 ] 朝日奈侑介 - 兄弟战争OVA
470: [ 2015-10-31 | 19 | 01110 ] 鸣子硫黄 - 美男高校地球防卫部LOVE
471: [ 2015-11-29 | 17 | 01106 ] 妮乌 - 斩·赤红之瞳
472: [ 2015-11-20 | 15 | 01101 ] 东金朔夜 - 心理测量者 第二季
473: [ 2015-11-24 | 22 | 01101 ] 由布院烟 - 美男高校地球防卫部LOVE
474: [ 2015-11-09 | 24 | 01099 ] 雷神托尔 - 天雷争霸 复仇者联盟
475: [ 2015-12-03 | 25 | 01098 ] 泽村大地 - 排球少年剧场版
476: [ 2015-11-01 | 18 | 01098 ] 朝日奈雅臣 - 兄弟战争OVA
477: [ 2015-12-04 | 17 | 01096 ] 泰奥 - 黑街
478: [ 2015-12-02 | 20 | 01093 ] 真波山岳 - 飙速宅男 第二季
479: [ 2015-11-26 | 20 | 01093 ] 朝日奈枣 - 兄弟战争OVA
480: [ 2015-11-27 | 14 | 01088 ] 弗洛迪 - 圣斗士星矢 黄金魂
481: [ 2015-11-19 | 18 | 01082 ] 鴫野贵澄 - Free! TV未放送
482: [ 2015-11-04 | 26 | 01078 ] 濑名圣湖 - 恋爱舞台OVA
483: [ 2015-11-12 | 19 | 01078 ] 金城真护 - 飙速宅男 第二季
484: [ 2015-12-02 | 21 | 01076 ] 莉安娜·威斯特 - 美妙天堂
485: [ 2015-11-03 | 22 | 01074 ] 宝藏院胤舜 - 一骑当千 Extravaganza Epoch
486: [ 2015-11-27 | 15 | 01068 ] 向日岳人 - 新网球王子OVA vs Genius10
487: [ 2015-11-15 | 19 | 01064 ] 尔乃美家累 - 科学小飞侠Crowds 第二季
488: [ 2015-12-02 | 22 | 01062 ] 户部翔 - 我的青春恋爱物语果然有问题 第二季
489: [ 2015-11-08 | 26 | 01060 ] 可伊 - ChaosDragon赤龙战役
490: [ 2015-11-01 | 19 | 01060 ] 伊斯卡·玛奇希玛 - DOG DAYS 第三季
491: [ 2015-11-21 | 16 | 01053 ] 史隆 - 无头骑士异闻录×2 承
492: [ 2015-12-05 | 18 | 01049 ] 莱恩·路易士 - 牙狼 炎之刻印
493: [ 2015-11-24 | 23 | 01049 ] 朝日奈祈织 - 兄弟战争OVA
494: [ 2015-11-07 | 24 | 01045 ] O·D - 科学小飞侠Crowds 第二季
495: [ 2015-11-15 | 20 | 01039 ] 赤马零罗 - 游戏王ARC-V
496: [ 2015-12-03 | 26 | 01038 ] 伯特·罗加 - 在地下城寻求邂逅是否搞错了什么
497: [ 2015-11-05 | 20 | 01034 ] 御幸一也 - 钻石王牌
498: [ 2015-11-24 | 24 | 01034 ] 鞠户孝一郎 - ALDNOAH ZERO 第二季
499: [ 2015-11-22 | 23 | 01033 ] 桃太郎 - 玉子市场 剧场版
500: [ 2015-11-02 | 17 | 01028 ] 荒卷大辅 - 攻壳机动队ARISE TV版
501: [ 2015-11-29 | 18 | 01027 ] 水坂凑太 - 天体的秩序
502: [ 2015-11-24 | 25 | 01026 ] 濑良海斗 - 教室危机
503: [ 2015-11-17 | 22 | 01021 ] 田中阳一 - 青春之旅OAD
504: [ 2015-11-25 | 15 | 01019 ] 猪熊空太 - 黄金拼图 第二季
505: [ 2015-11-13 | 19 | 01018 ] 伊万·格拉济耶夫 - 黑街
506: [ 2015-11-16 | 16 | 01016 ] 巴鲁多 - 黑执事 Book of Murder
507: [ 2015-11-27 | 16 | 01011 ] 吉田大成 - 暗杀教室
508: [ 2015-11-15 | 21 | 01009 ] 穴户亮 - 新网球王子OVA vs Genius10
509: [ 2015-11-08 | 27 | 01001 ] 权现坂升 - 游戏王ARC-V
510: [ 2015-11-23 | 20 | 00999 ] 柳莲二 - 新网球王子OVA vs Genius10
511: [ 2015-11-16 | 17 | 00999 ] 吉尔伯特·F·阿尔斯坦 - 血界战线
512: [ 2015-11-17 | 23 | 00991 ] 泷川八寻 - 新妹魔王的契约者
513: [ 2015-11-06 | 21 | 00991 ] 皋月辽 - 早安恋味蛋糕店
514: [ 2015-11-15 | 22 | 00987 ] 白木忠直 - 玉子市场 剧场版
515: [ 2015-11-04 | 27 | 00984 ] 榊游胜 - 游戏王ARC-V
516: [ 2015-11-17 | 24 | 00984 ] 浦上 - 寄生兽 生命的准则
517: [ 2015-12-04 | 18 | 00981 ] 莱纳·布朗 - 进击的巨人剧场版
518: [ 2015-11-14 | 21 | 00977 ] 大野健一 - 樱桃小丸子 第二季
519: [ 2015-11-22 | 24 | 00969 ] 金刚狼 - 天雷争霸 复仇者联盟
520: [ 2015-12-04 | 19 | 00968 ] 寿岭二 - 歌之王子殿下 第三季
521: [ 2015-11-02 | 18 | 00963 ] 手折正弦 - 凭物语
522: [ 2015-11-06 | 22 | 00962 ] 入江奏多 - 新网球王子OVA vs Genius10
523: [ 2015-10-31 | 20 | 00955 ] 朝日奈右京 - 兄弟战争OVA
524: [ 2015-12-05 | 19 | 00953 ] 皇帝 - 斩·赤红之瞳
525: [ 2015-11-10 | 19 | 00953 ] 苍月潮 - 潮与虎
526: [ 2015-11-14 | 22 | 00952 ] 后藤卓也 - 吹响！上低音号
527: [ 2015-11-16 | 18 | 00951 ] 布利茨·T·艾布拉姆斯 - 血界战线
528: [ 2015-11-24 | 26 | 00949 ] 宫地清志 - 黑子的篮球 第三季
529: [ 2015-12-04 | 20 | 00945 ] 路西法 - 巴哈姆特之怒
530: [ 2015-11-19 | 19 | 00945 ] 月岛仁兵卫 - 常住战阵虫奉行OVA
531: [ 2015-11-05 | 21 | 00944 ] 菅谷创介 - 暗杀教室
532: [ 2015-11-30 | 21 | 00940 ] 武田一铁 - 排球少年剧场版
533: [ 2015-11-04 | 28 | 00938 ] 安倍苍世 - 笑傲昙天
534: [ 2015-11-22 | 25 | 00931 ] 忍足谦也 - 新网球王子OVA vs Genius10
535: [ 2015-11-12 | 20 | 00930 ] 粟楠干弥 - 无头骑士异闻录×2 承
536: [ 2015-12-01 | 21 | 00927 ] 秋山奏 - 寻找遗失的未来
537: [ 2015-11-14 | 23 | 00924 ] 米库里欧 - 情热传说 导师的黎明
538: [ 2015-11-20 | 16 | 00922 ] 东堂尽八 - 飙速宅男 第二季
539: [ 2015-12-02 | 23 | 00921 ] 雾岛海人 - 在盛夏等待OVA
540: [ 2015-11-01 | 20 | 00921 ] 亚特鲁·克里斯汀 - Falcom学园SC
541: [ 2015-11-29 | 19 | 00920 ] 法瓦罗·雷欧涅 - 巴哈姆特之怒
542: [ 2015-11-07 | 25 | 00917 ] 顽马博士 - 蜡笔小新2014剧场版
543: [ 2015-11-13 | 20 | 00912 ] 五士典人 - 终结的炽天使
544: [ 2015-11-21 | 17 | 00909 ] 千早翔像 - 苍蓝钢铁的琶音DC
545: [ 2015-11-05 | 22 | 00907 ] 木村正义 - 暗杀教室
546: [ 2015-11-29 | 20 | 00905 ] 凤长太郎 - 新网球王子OVA vs Genius10
547: [ 2015-11-18 | 22 | 00904 ] 罗姆 - SHOW BY ROCK!!
548: [ 2015-12-02 | 24 | 00901 ] 丸井文太 - 新网球王子OVA vs Genius10
549: [ 2015-12-02 | 25 | 00889 ] 虎崎葵 - 绝对双刃
550: [ 2015-11-20 | 17 | 00888 ] 射水明日绯 - 御神乐学园组曲
551: [ 2015-11-01 | 21 | 00887 ] 乔瑟夫·G·牛顿 - 火星异种
552: [ 2015-11-11 | 20 | 00886 ] 艾恩 - SHOW BY ROCK!!
553: [ 2015-12-05 | 20 | 00886 ] 织田隼人 - 俺物语
554: [ 2015-11-05 | 23 | 00884 ] 官越好藏 - 动画心疗系
555: [ 2015-11-18 | 23 | 00879 ] 下柳雄一郎 - 白箱
556: [ 2015-11-09 | 25 | 00876 ] 黑峰朝阳 - 其实我是
557: [ 2015-11-02 | 19 | 00872 ] 龙炎寺翼空 - 未来卡搭档对战
558: [ 2015-11-16 | 19 | 00868 ] 丹尼斯·麦克菲德 - 游戏王ARC-V
559: [ 2015-11-15 | 23 | 00858 ] 小凑亚耶 - 青春之旅OAD
560: [ 2015-11-02 | 20 | 00856 ] 771 - 大图书馆的牧羊人
561: [ 2015-11-03 | 23 | 00856 ] 桃太郎 - 鬼灯的冷彻OAD
562: [ 2015-11-18 | 24 | 00856 ] 古代进 - 宇宙战舰大和号2199 追忆的航海
563: [ 2015-10-31 | 21 | 00849 ] 黑井高广 - 恋爱舞台OVA
564: [ 2015-11-09 | 26 | 00849 ] 优 - 学园Handsome OVA
565: [ 2015-10-31 | 22 | 00830 ] 朝日奈光 - 兄弟战争OVA
566: [ 2015-11-09 | 27 | 00825 ] 山田昌志 - 白箱
567: [ 2015-11-02 | 21 | 00823 ] 小凑春市 - 钻石王牌
568: [ 2015-11-11 | 21 | 00822 ] 乌特迦 - 圣斗士星矢 黄金魂
569: [ 2015-11-24 | 27 | 00819 ] 伊武深司 - 新网球王子OVA vs Genius10
570: [ 2015-11-10 | 20 | 00817 ] 风鸣弦十郎 - 战姬绝唱GX
571: [ 2015-11-19 | 20 | 00814 ] 葛城刚太郎 - 白箱
572: [ 2015-11-30 | 22 | 00812 ] 藏王立 - 美男高校地球防卫部LOVE
573: [ 2015-12-04 | 21 | 00811 ] 东城迅 - 新妹魔王的契约者
574: [ 2015-11-02 | 22 | 00811 ] 青崎柊 - 无头骑士异闻录×2 承
575: [ 2015-11-02 | 23 | 00811 ] 降谷晓 - 钻石王牌
576: [ 2015-11-01 | 22 | 00811 ] 耶贺赖苍真 - ALDNOAH ZERO 第二季
577: [ 2015-11-29 | 21 | 00810 ] 五十岚潮 - 山田君与七个魔女
578: [ 2015-11-11 | 22 | 00802 ] 吉翁·什姆·戴肯 - 机动战士高达THE ORIGIN
579: [ 2015-12-03 | 27 | 00796 ] 缥康隆 - 可塑性记忆
580: [ 2015-11-26 | 21 | 00795 ] 下吕阿古哉 - 美男高校地球防卫部LOVE
581: [ 2015-12-02 | 26 | 00786 ] 山崎春马 - 山田君与七个魔女
582: [ 2015-11-06 | 23 | 00784 ] 嘉神直人 - 笑傲昙天
583: [ 2015-11-02 | 24 | 00783 ] 亚斯 - 世界征服谋略之星OVA
584: [ 2015-11-10 | 21 | 00781 ] 椿剑太郎 - 山田君与七个魔女
585: [ 2015-11-13 | 21 | 00779 ] 藤真弥勒 - 境界的彼方 剧场版
586: [ 2015-12-03 | 28 | 00777 ] 冬弥 - 记录的地平线 第二季
587: [ 2015-11-25 | 16 | 00772 ] 小町小吉 - 火星异种
588: [ 2015-12-03 | 29 | 00766 ] 柳生比吕士 - 新网球王子OVA vs Genius10
589: [ 2015-11-17 | 25 | 00764 ] 花宫真 - 黑子的篮球 第三季
590: [ 2015-11-22 | 26 | 00758 ] 天狗 - 银仙
591: [ 2015-12-01 | 22 | 00753 ] 高坂佑马 - 敢达创战者TRY
592: [ 2015-11-22 | 27 | 00752 ] 奥斯卡·哈梅尔 - CodeGeass亡国的阿基德
593: [ 2015-11-28 | 25 | 00749 ] SHADOW JOKER - 怪盗JOKER
594: [ 2015-11-01 | 23 | 00747 ] 奥内斯特大臣 - 斩·赤红之瞳
595: [ 2015-11-07 | 26 | 00745 ] 阿历克斯·坎德利·斯蒂沃特 - 火星异种
596: [ 2015-11-07 | 27 | 00744 ] 泉田塔一郎 - 飙速宅男 第二季
597: [ 2015-11-08 | 28 | 00742 ] 德金·索多·扎比 - 机动战士高达THE ORIGIN
598: [ 2015-11-13 | 22 | 00741 ] 土夏彦雄飞 - 夜樱四重奏OAD
599: [ 2015-11-22 | 28 | 00740 ] 陀古萨 - 攻壳机动队ARISE TV版
600: [ 2015-11-23 | 21 | 00739 ] 樱田辉 - 城下町的蒲公英
601: [ 2015-11-22 | 29 | 00735 ] 葵井三斗希 - 早安恋味蛋糕店
602: [ 2015-11-06 | 24 | 00734 ] 橿原杏平 - 苍蓝钢铁的琶音DC
603: [ 2015-11-12 | 21 | 00733 ] 阿撒兹勒 - 巴哈姆特之怒
604: [ 2015-11-16 | 20 | 00733 ] 千石清纯 - 新网球王子OVA vs Genius10
605: [ 2015-11-10 | 22 | 00730 ] 岐神海苔夫 - 希德尼娅的骑士 第二季
606: [ 2015-11-14 | 24 | 00729 ] 福尔摩斯 - 吸血鬼福尔摩斯
607: [ 2015-11-25 | 17 | 00729 ] 雷涅·西姆 - 终结的炽天使
608: [ 2015-11-04 | 29 | 00727 ] 龙 - 绝对双刃
609: [ 2015-11-15 | 24 | 00720 ] 小堀浩志 - 黑子的篮球 第三季
610: [ 2015-11-27 | 17 | 00720 ] 夜久卫辅 - 排球少年剧场版
611: [ 2015-11-11 | 23 | 00719 ] 镝木彗 - 苍穹之法芙娜EXODUS
612: [ 2015-11-16 | 21 | 00718 ] 岛田秀雄 - 寄生兽 生命的准则
613: [ 2015-11-16 | 22 | 00718 ] 西格蒙德 - 圣斗士星矢 黄金魂
614: [ 2015-11-10 | 23 | 00714 ] 芥川慈郎 - 新网球王子OVA vs Genius10
615: [ 2015-11-27 | 18 | 00714 ] 近卫辉 - 姐姐妄想日记OVA
616: [ 2015-12-02 | 27 | 00711 ] 田中大智 - TARI TARI OVA
617: [ 2015-11-22 | 30 | 00711 ] 织部僧 - 苍蓝钢铁的琶音DC
618: [ 2015-11-09 | 28 | 00711 ] 泷川·克里斯·优 - 钻石王牌
619: [ 2015-11-15 | 25 | 00710 ] 岩泉一 - 排球少年剧场版
620: [ 2015-11-02 | 25 | 00706 ] 前田庆次 - 战国无双
621: [ 2015-11-26 | 22 | 00706 ] 真地勇志 - 那就是声优
622: [ 2015-11-21 | 18 | 00703 ] 陆 - SHOW BY ROCK!!
623: [ 2015-11-21 | 19 | 00702 ] 橘桔平 - 新网球王子OVA vs Genius10
624: [ 2015-12-04 | 22 | 00701 ] 诹佐佳典 - 黑子的篮球 第三季
625: [ 2015-11-17 | 26 | 00701 ] 实浏玲央 - 黑子的篮球 第三季
626: [ 2015-11-11 | 24 | 00700 ] 木村良人 - 狼少女与黑王子
627: [ 2015-11-15 | 26 | 00700 ] 鬼道有人 - 闪电十一人剧场版 超次元梦幻比赛
628: [ 2015-11-07 | 28 | 00698 ] 帕多里克 - 血界战线
629: [ 2015-11-24 | 28 | 00692 ] 朝日奈昴 - 兄弟战争OVA
630: [ 2015-11-13 | 23 | 00688 ] 御堂筋翔 - 飙速宅男 第二季
