惨遭淘汰排行榜 女子组
序号: [ 日期 | 小组名次 | 票数 ] 人物名称 - 作品名称
310: [ 2015-11-01 | 14 | 02405 ] 蕾拉·玛露卡尔 - CodeGeass亡国的阿基德
311: [ 2015-12-01 | 15 | 02395 ] 名濑泉 - 境界的彼方 剧场版
312: [ 2015-11-02 | 14 | 02391 ] 克洛伊·勒梅尔 - 临时女友
313: [ 2015-11-30 | 16 | 02388 ] 白羽衣紬 - 希德尼娅的骑士 第二季
314: [ 2015-12-01 | 16 | 02371 ] 蕾莱·拉·列娜 - GATE奇幻自卫队
315: [ 2015-11-22 | 15 | 02363 ] 榛名 - 苍蓝钢铁的琶音DC
316: [ 2015-12-05 | 18 | 02355 ] 界冢雪 - ALDNOAH ZERO 第二季
317: [ 2015-11-21 | 12 | 02352 ] 椎原小春 - 天体的秩序
318: [ 2015-11-08 | 13 | 02348 ] 更识楯无 - IS2 OVA 世界清洗篇
319: [ 2015-11-13 | 13 | 02343 ] 白亚·B·布列德费尔德 - 如果折断她的旗OAD
320: [ 2015-11-27 | 17 | 02340 ] 爱莎·阿尔杰特 - 高校龙中龙D×D BorN
321: [ 2015-10-31 | 16 | 02331 ] 水坂柚季 - 天体的秩序
322: [ 2015-11-14 | 14 | 02321 ] 御神乐星锁 - 御神乐学园组曲
323: [ 2015-10-31 | 17 | 02303 ] 珊卓雷雅 - 魔物娘相伴的日常
324: [ 2015-12-04 | 14 | 02295 ] 安娜史塔西亚 - 偶像大师 灰姑娘女孩
325: [ 2015-11-13 | 14 | 02289 ] 岳间泽龙子 - 魔法少女伊莉雅2wei Herz
326: [ 2015-11-30 | 17 | 02282 ] 野中柚希 - 新妹魔王的契约者
327: [ 2015-12-02 | 17 | 02274 ] 小林堇(小丸子的妈妈) - 樱桃小丸子 第二季
328: [ 2015-11-23 | 16 | 02272 ] 草薙素子 - 攻壳机动队ARISE TV版
329: [ 2015-10-31 | 18 | 02270 ] 摩耶 - 苍蓝钢铁的琶音DC
330: [ 2015-11-17 | 18 | 02266 ] 洛蕾塔·克里斯蒂亚诺·阿莫迪奥 - 黑街
331: [ 2015-10-31 | 19 | 02266 ] 咏 - 闪乱神乐OVA
332: [ 2015-11-23 | 17 | 02264 ] 伊藤雅 - 山田君与七个魔女
333: [ 2015-11-26 | 13 | 02260 ] 菲雅娜·雷·奥地西亚 - 精灵使的剑舞OVA
334: [ 2015-11-25 | 13 | 02258 ] 小日 - 电器街的漫画店
335: [ 2015-11-16 | 14 | 02249 ] 佐佐木佳织 - 寻找遗失的未来
336: [ 2015-11-05 | 15 | 02225 ] 关羽云长 - 一骑当千 Extravaganza Epoch
337: [ 2015-11-13 | 15 | 02218 ] 以西结 - 纯洁的玛利亚
338: [ 2015-11-13 | 16 | 02212 ] 四门摩耶 - 圣剑使的禁咒咏唱
339: [ 2015-11-26 | 14 | 02206 ] 吉冈双叶 - 青春之旅OAD
340: [ 2015-11-16 | 15 | 02196 ] 杰诺瓦 - 高校龙中龙D×D BorN
341: [ 2015-11-19 | 17 | 02179 ] 唐之杜志恩 - 心理测量者 第二季
342: [ 2015-11-02 | 15 | 02172 ] 有栖川小枝子 - 临时女友
343: [ 2015-11-02 | 16 | 02172 ] 夏洛克·雪莉福德 - 侦探歌剧少女福尔摩斯TD
344: [ 2015-11-13 | 17 | 02163 ] 樱田光 - 城下町的蒲公英
345: [ 2015-11-13 | 18 | 02150 ] 琪丝·贝尔 - 终结的炽天使
346: [ 2015-11-26 | 15 | 02142 ] 卡娜·阿鲁佩洛娜 - 妖精的尾巴 第二季
347: [ 2015-12-02 | 18 | 02141 ] 吉川优子 - 吹响！上低音号
348: [ 2015-11-13 | 19 | 02128 ] 诸葛亮孔明 - 一骑当千 Extravaganza Epoch
349: [ 2015-11-09 | 15 | 02123 ] 城崎美嘉 - 偶像大师 灰姑娘女孩
350: [ 2015-11-01 | 15 | 02120 ] 莎莉娜 - 宠物小精灵XY
351: [ 2015-11-30 | 18 | 02117 ] 川岛丽 - 食戟之灵
352: [ 2015-11-03 | 14 | 02115 ] 虫奉行 - 常住战阵虫奉行OVA
353: [ 2015-11-03 | 15 | 02112 ] 御园千莉 - 大图书馆的牧羊人
354: [ 2015-11-05 | 16 | 02110 ] 春日圣 - 七人魔法使
355: [ 2015-11-21 | 13 | 02102 ] 不动秋音 - 七人魔法使
356: [ 2015-11-30 | 19 | 02098 ] 樱小竹 - 樱桃小丸子 第二季
357: [ 2015-11-04 | 17 | 02088 ] 塞拉 - 妖精的尾巴 第二季
358: [ 2015-11-18 | 16 | 02087 ] 风鸣翼 - 战姬绝唱GX
359: [ 2015-11-21 | 14 | 02086 ] 真田幸村 - 百花缭乱OVA
360: [ 2015-11-25 | 14 | 02061 ] 缇欧 - Falcom学园SC
361: [ 2015-12-01 | 17 | 02060 ] 珂玻莉 - 甘城光辉游乐园
362: [ 2015-11-02 | 17 | 02032 ] 岚城五月 - 圣剑使的禁咒咏唱
363: [ 2015-11-03 | 16 | 02027 ] 小凑露子 - 选择扩散者
364: [ 2015-11-27 | 18 | 02019 ] 猪熊阳子 - 黄金拼图 第二季
365: [ 2015-11-17 | 19 | 02015 ] 小太刀凪 - 大图书馆的牧羊人
366: [ 2015-12-01 | 18 | 02013 ] 茱蒂·斯泰琳 - 名侦探柯南
367: [ 2015-11-24 | 15 | 02009 ] 琪琪 - 龙珠·超
368: [ 2015-11-26 | 16 | 02005 ] 斋藤葵 - 吹响！上低音号
369: [ 2015-11-04 | 18 | 02002 ] 安琪 - CROSSANGE 天使与龙的轮舞
370: [ 2015-11-05 | 17 | 01991 ] 二子 - 鬼灯的冷彻OAD
371: [ 2015-11-06 | 14 | 01985 ] 藤咲可怜 - 老婆是学生会长
372: [ 2015-11-09 | 16 | 01985 ] 土桥年子 - 樱桃小丸子 第二季
373: [ 2015-11-04 | 19 | 01981 ] 小鸟游泉 - 迷糊餐厅 第三季
374: [ 2015-11-15 | 18 | 01980 ] 三好夏凛 - 结城友奈是勇者
375: [ 2015-12-03 | 16 | 01980 ] 尤弥尔 - 进击的巨人剧场版
376: [ 2015-11-15 | 19 | 01974 ] 芙蕾多妮卡 - 棺姬嘉依卡 第二季
377: [ 2015-11-29 | 20 | 01961 ] 阿妮娅·弗罗梅尔 - 在地下城寻求邂逅是否搞错了什么
378: [ 2015-11-07 | 18 | 01958 ] 缇娅·莱特宁格 - 铳皇无尽的法夫纳
379: [ 2015-11-09 | 17 | 01956 ] 真柴美月 - 迷糊餐厅 第三季
380: [ 2015-11-30 | 20 | 01950 ] 白藤杏子 - 迷糊餐厅 第三季
381: [ 2015-11-18 | 17 | 01944 ] 清水洁子 - 排球少年剧场版
382: [ 2015-11-11 | 14 | 01942 ] 白柳弓 - 夏洛特
383: [ 2015-11-02 | 18 | 01934 ] 艾瑞卡·哈特曼 - 强袭魔女新OVA
384: [ 2015-11-11 | 15 | 01924 ] 木木 - 赤发白雪姬
385: [ 2015-11-21 | 15 | 01915 ] 芹泽水结 - 大图书馆的牧羊人
386: [ 2015-11-28 | 18 | 01909 ] 谷地仁花 - 排球少年剧场版
387: [ 2015-11-08 | 14 | 01905 ] 宫藤芳佳 - 强袭魔女新OVA
388: [ 2015-11-25 | 15 | 01903 ] 九十九朔夜 - 绝对双刃
389: [ 2015-12-04 | 15 | 01899 ] 町子凉 - 幸腹涂鸦
390: [ 2015-11-09 | 18 | 01899 ] 我那霸响 - 偶像大师剧场版
391: [ 2015-11-21 | 16 | 01886 ] 艾咪 - 翠星的加尔刚蒂亚OVA
392: [ 2015-11-21 | 17 | 01886 ] 日高法子 - 那就是声优
393: [ 2015-11-28 | 19 | 01867 ] 榊由美子 - 灰色的果实
394: [ 2015-11-17 | 20 | 01856 ] 爱宕洋榎 - 天才麻将少女 阿知贺篇SP
395: [ 2015-11-20 | 17 | 01853 ] 火火里绫火 - 魔女的使命OAD
396: [ 2015-11-08 | 15 | 01843 ] 国广一 - 咲日和
397: [ 2015-11-18 | 18 | 01837 ] 希安 - SHOW BY ROCK!!
398: [ 2015-10-31 | 20 | 01832 ] 西泽步 - 旋风管家OAD
399: [ 2015-11-12 | 16 | 01827 ] 茶末·罗素 - 六花的勇者
400: [ 2015-11-14 | 15 | 01826 ] 樱庭玉藻 - 大图书馆的牧羊人
401: [ 2015-12-02 | 19 | 01815 ] 望月真帆 - 大图书馆的牧羊人
402: [ 2015-11-05 | 18 | 01812 ] 紫藤伊莉娜 - 高校龙中龙D×D BorN
403: [ 2015-11-24 | 16 | 01805 ] 三隅伦 - 老婆是学生会长
404: [ 2015-11-26 | 17 | 01800 ] 杜嘉·露娜·马尔席 - GATE奇幻自卫队
405: [ 2015-11-14 | 16 | 01798 ] 四条贵音 - 偶像大师剧场版
406: [ 2015-10-31 | 21 | 01787 ] 艾丝蒂尔 - Falcom学园SC
407: [ 2015-11-17 | 21 | 01780 ] 橘咲夜 - 噬神者
408: [ 2015-11-21 | 18 | 01780 ] 藤白乙音 - 御神乐学园组曲
409: [ 2015-11-20 | 18 | 01778 ] 高垣枫 - 偶像大师 灰姑娘女孩
410: [ 2015-11-05 | 19 | 01775 ] 入巢莳菜 - 灰色的果实
411: [ 2015-11-21 | 19 | 01770 ] 多倍尔 - 魔物娘相伴的日常
412: [ 2015-11-14 | 17 | 01745 ] 宇佐见薰子 - 纯情罗曼史3
413: [ 2015-11-09 | 19 | 01744 ] 吉娜·帕可丽 - 黑街
414: [ 2015-11-09 | 20 | 01738 ] 久世桥朱里 - 黄金拼图 第二季
415: [ 2015-11-11 | 16 | 01734 ] 华宫凪沙 - 寻找遗失的未来
416: [ 2015-11-02 | 19 | 01729 ] 艾拉·伊尔玛塔尔·尤蒂莱南 - 强袭魔女新OVA
417: [ 2015-11-28 | 20 | 01727 ] 物部深月 - 铳皇无尽的法夫纳
418: [ 2015-11-21 | 20 | 01715 ] 春野小百合 - 早安恋味蛋糕店
419: [ 2015-12-01 | 19 | 01712 ] 清水谷龙华 - 天才麻将少女 阿知贺篇SP
420: [ 2015-11-02 | 20 | 01706 ] 十条美十 - 终结的炽天使
421: [ 2015-11-07 | 19 | 01701 ] 桂美美 - 魔法少女伊莉雅2wei Herz
422: [ 2015-11-03 | 17 | 01699 ] 蕾克蒂·艾森纳赫 - 空战魔导士候补生的教官
423: [ 2015-11-02 | 21 | 01694 ] 枪樱姬 - 夜樱四重奏OAD
424: [ 2015-11-22 | 16 | 01694 ] 风间莱维 - 七人魔法使
425: [ 2015-11-03 | 18 | 01692 ] 猿岛玛利亚 - 山田君与七个魔女
426: [ 2015-11-16 | 16 | 01688 ] 小鸟游一枝 - 迷糊餐厅 第三季
427: [ 2015-11-13 | 20 | 01688 ] 玛利亚·凯尊武娜·伊娃 - 战姬绝唱GX
428: [ 2015-11-16 | 17 | 01683 ] 莉莎·海沃克尔 - 铳皇无尽的法夫纳
429: [ 2015-11-24 | 17 | 01676 ] 音砂见张 - 漫画家与助手们OVA
430: [ 2015-11-30 | 21 | 01666 ] 立花响 - 战姬绝唱GX
431: [ 2015-11-03 | 19 | 01665 ] 盐见周子 - 偶像大师 灰姑娘女孩
432: [ 2015-11-23 | 18 | 01659 ] 城崎莉嘉 - 偶像大师 灰姑娘女孩
433: [ 2015-11-25 | 16 | 01655 ] 爱泽咲夜 - 旋风管家OAD
434: [ 2015-11-08 | 16 | 01651 ] 月读调 - 战姬绝唱GX
435: [ 2015-11-27 | 19 | 01626 ] 泉信子 - 寄生兽 生命的准则
436: [ 2015-11-27 | 20 | 01621 ] 蜜桃真纪 - 鬼灯的冷彻OAD
437: [ 2015-11-04 | 20 | 01618 ] 南 - 乱步奇谭 Game of Laplace
438: [ 2015-11-08 | 17 | 01613 ] 风町阳歌 - 临时女友
439: [ 2015-12-03 | 17 | 01610 ] 二之宫雫 - 境界的彼方 剧场版
440: [ 2015-11-18 | 19 | 01595 ] 金哲 - 黑街
441: [ 2015-11-27 | 21 | 01594 ] 武藏 - 苍蓝钢铁的琶音DC
442: [ 2015-12-05 | 19 | 01586 ] 黑发女(知幸) - 死亡游行
443: [ 2015-11-02 | 22 | 01581 ] 小锻治健夜 - 咲日和
444: [ 2015-11-21 | 21 | 01568 ] 秋秋 - SHOW BY ROCK!!
445: [ 2015-11-20 | 19 | 01564 ] 高槻弥生 - 偶像大师剧场版
446: [ 2015-11-02 | 23 | 01562 ] 尼娜·克莱因 - ALDNOAH ZERO 第二季
447: [ 2015-11-14 | 18 | 01560 ] 明智小衣 - 侦探歌剧少女福尔摩斯TD
448: [ 2015-12-01 | 20 | 01558 ] 乔伊 - 宠物小精灵XY
449: [ 2015-11-29 | 21 | 01551 ] 池田华菜 - 咲日和
450: [ 2015-11-03 | 20 | 01549 ] 阿米拉 - 巴哈姆特之怒
451: [ 2015-11-11 | 17 | 01547 ] 小小兔 - 美少女战士Crystal
452: [ 2015-11-12 | 17 | 01536 ] 犬饲伊介 - 恶魔之谜 TV未放送
453: [ 2015-11-12 | 18 | 01536 ] 萨妮娅·V·利特维亚克 - 强袭魔女新OVA
454: [ 2015-11-26 | 18 | 01532 ] 筱原绘里香 - 狼少女与黑王子
455: [ 2015-11-22 | 17 | 01531 ] 村雨静 - ToLoveRu Darkness 2nd
456: [ 2015-11-08 | 18 | 01530 ] 不知火五十铃 - 临时女友
457: [ 2015-11-24 | 18 | 01530 ] 瑟拉拉 - 记录的地平线 第二季
458: [ 2015-11-03 | 21 | 01529 ] 长濑梨子 - 吹响！上低音号
459: [ 2015-11-30 | 22 | 01528 ] 乔伊·达高南池 - 玉子市场 剧场版
460: [ 2015-11-10 | 19 | 01522 ] 霜月美佳 - 心理测量者 第二季
461: [ 2015-11-06 | 15 | 01521 ] 菲莉尔·克雷斯特 - 铳皇无尽的法夫纳
462: [ 2015-11-10 | 20 | 01512 ] 樱田葵 - 城下町的蒲公英
463: [ 2015-11-13 | 21 | 01510 ] 生田目千足 - 恶魔之谜 TV未放送
464: [ 2015-11-15 | 20 | 01506 ] 不破优月 - 暗杀教室
465: [ 2015-11-24 | 19 | 01504 ] 小玉 - 选择扩散者
466: [ 2015-11-26 | 19 | 01503 ] 平坂道反 - K MISSING KINGS
467: [ 2015-11-23 | 19 | 01494 ] 柯蒂妮娅·格拉卡 - 侦探歌剧少女福尔摩斯TD
468: [ 2015-11-30 | 23 | 01492 ] 野泽雅子 - 那就是声优
469: [ 2015-11-23 | 20 | 01484 ] 青羽心夏 - 向山进发 第二季
470: [ 2015-12-02 | 20 | 01484 ] 日向 - 苍蓝钢铁的琶音DC
471: [ 2015-11-03 | 22 | 01479 ] 弗兰西斯卡·鲁奇尼 - 强袭魔女新OVA
472: [ 2015-11-18 | 20 | 01472 ] 柳生十兵卫 - 百花缭乱OVA
473: [ 2015-11-07 | 20 | 01463 ] 真白 - ChaosDragon赤龙战役
474: [ 2015-11-23 | 21 | 01461 ] 库贝尔·艾辛巴赫·帕斯提亚修 - DOG DAYS 第三季
475: [ 2015-11-22 | 18 | 01454 ] 橘巴 - 绝对双刃
476: [ 2015-11-21 | 22 | 01451 ] 宫沢·恋 - 铳皇无尽的法夫纳
477: [ 2015-11-28 | 21 | 01447 ] 新田美波 - 偶像大师 灰姑娘女孩
478: [ 2015-11-30 | 24 | 01445 ] 柊柚子 - 游戏王ARC-V
479: [ 2015-11-26 | 20 | 01445 ] 户川汐音 - 天体的秩序
480: [ 2015-11-11 | 18 | 01441 ] 鹭森灼 - 天才麻将少女 阿知贺篇SP
481: [ 2015-12-02 | 21 | 01441 ] 塞瑞娜 - 游戏王ARC-V
482: [ 2015-12-01 | 21 | 01437 ] 小鸟游梢 - 迷糊餐厅 第三季
483: [ 2015-11-30 | 25 | 01435 ] 赵云子龙 - 一骑当千 Extravaganza Epoch
484: [ 2015-11-13 | 22 | 01434 ] 天都彼方 - 临时女友
485: [ 2015-10-31 | 22 | 01425 ] 阿卡莉·亚裘拉 - 棺姬嘉依卡 第二季
486: [ 2015-11-13 | 23 | 01425 ] 赤城米莉亚 - 偶像大师 灰姑娘女孩
487: [ 2015-11-14 | 19 | 01423 ] 天海响 - 灵感
488: [ 2015-11-10 | 21 | 01421 ] 犬吠埼风 - 结城友奈是勇者
489: [ 2015-11-29 | 22 | 01419 ] 更级美月 - Venus Project Climax
490: [ 2015-11-12 | 19 | 01419 ] 埃德尔利佐 - ALDNOAH ZERO 第二季
491: [ 2015-11-14 | 20 | 01416 ] 提欧尼西亚 - 魔物娘相伴的日常
492: [ 2015-11-24 | 20 | 01416 ] 目时 - 夏洛特
493: [ 2015-11-30 | 26 | 01413 ] 漆原静乃 - 圣剑使的禁咒咏唱
494: [ 2015-12-02 | 22 | 01404 ] 利歌塔·埃玛 - DOG DAYS 第三季
495: [ 2015-11-12 | 20 | 01401 ] 希尔达 - CROSSANGE 天使与龙的轮舞
496: [ 2015-11-19 | 18 | 01396 ] 相机子 - 电器街的漫画店
497: [ 2015-11-19 | 19 | 01390 ] 腐妞 - 电器街的漫画店
498: [ 2015-11-19 | 20 | 01383 ] 暮井珠绪 - 潜行吧奈亚子F
499: [ 2015-12-05 | 20 | 01382 ] 赛琉·尤比基塔斯 - 斩·赤红之瞳
500: [ 2015-11-05 | 20 | 01380 ] 墨须 - 魔物娘相伴的日常
501: [ 2015-11-29 | 23 | 01376 ] 宫现 - 科学小飞侠Crowds 第二季
502: [ 2015-11-08 | 19 | 01371 ] 一之濑初 - 科学小飞侠Crowds 第二季
503: [ 2015-11-27 | 22 | 01369 ] 山奈弥勒 - 七人魔法使
504: [ 2015-11-22 | 19 | 01364 ] 东横桃子 - 咲日和
505: [ 2015-11-02 | 24 | 01363 ] 秋月律子 - 偶像大师剧场版
506: [ 2015-11-10 | 22 | 01353 ] 刑部莳绘 - 苍蓝钢铁的琶音DC
507: [ 2015-11-11 | 19 | 01352 ] 艾哈 - ChaosDragon赤龙战役
508: [ 2015-11-28 | 22 | 01350 ] Mage - 比基尼勇士
509: [ 2015-11-22 | 20 | 01348 ] 萨拉曼迪内 - CROSSANGE 天使与龙的轮舞
510: [ 2015-11-01 | 16 | 01348 ] 鹭泽文香 - 偶像大师 灰姑娘女孩
511: [ 2015-11-17 | 22 | 01345 ] 吕蒙子明 - 一骑当千 Extravaganza Epoch
512: [ 2015-11-13 | 24 | 01344 ] 莫亚 - SHOW BY ROCK!!
513: [ 2015-11-01 | 17 | 01341 ] 伊利亚 - 七人魔法使
514: [ 2015-11-02 | 25 | 01340 ] 御园千绫 - 旋转少女
515: [ 2015-12-05 | 21 | 01339 ] 纱代 - 那就是声优
516: [ 2015-12-03 | 18 | 01339 ] 古川结 - 寻找遗失的未来
517: [ 2015-11-21 | 23 | 01338 ] Fighter - 比基尼勇士
518: [ 2015-11-18 | 21 | 01337 ] 北白川雏子 - 玉子市场 剧场版
519: [ 2015-11-19 | 21 | 01336 ] 芙蕾雅 - 在地下城寻求邂逅是否搞错了什么
520: [ 2015-11-16 | 18 | 01333 ] 桐谷柩 - 恶魔之谜 TV未放送
521: [ 2015-11-21 | 24 | 01332 ] 夏露 - DOG DAYS 第三季
522: [ 2015-11-05 | 21 | 01328 ] 诺娜 - 死亡游行
523: [ 2015-12-05 | 22 | 01318 ] 黑蜥蜴 - 乱步奇谭 Game of Laplace
524: [ 2015-11-05 | 22 | 01315 ] 矢岛鼎 - 青春×机关枪
525: [ 2015-11-08 | 20 | 01314 ] 西明日香 - 洲崎西
526: [ 2015-11-15 | 21 | 01302 ] 瓦伦缇娜·古丽卡·艾斯特斯 - 魔弹之王与战姬
527: [ 2015-11-21 | 25 | 01302 ] 昴 - 放学后的昴星团
528: [ 2015-11-24 | 21 | 01291 ] 三波丽花 - 东京食尸鬼【JACK】
529: [ 2015-11-30 | 27 | 01289 ] 松本麻耶 - 迷糊餐厅 第三季
530: [ 2015-11-05 | 23 | 01283 ] 洲崎绫 - 洲崎西
531: [ 2015-11-22 | 21 | 01283 ] 安藤椿 - 白箱
532: [ 2015-12-03 | 19 | 01282 ] 井口祐未 - 白箱
533: [ 2015-11-21 | 26 | 01278 ] 安藤真智 - 日常系的异能战斗
534: [ 2015-11-15 | 22 | 01277 ] 莉姆艾利莎 - 魔弹之王与战姬
535: [ 2015-11-04 | 21 | 01274 ] 工藤美玲 - 日常系的异能战斗
536: [ 2015-11-07 | 21 | 01273 ] 雪莉 - 可塑性记忆
537: [ 2015-11-25 | 17 | 01270 ] 相川绘理 - 纯情罗曼史3
538: [ 2015-12-02 | 23 | 01269 ] 兴津由佳 - 白箱
539: [ 2015-11-13 | 25 | 01262 ] 濑川美里 - 白箱
540: [ 2015-10-31 | 23 | 01259 ] 柚莉嘉 - 宠物小精灵XY
541: [ 2015-11-23 | 22 | 01256 ] 蔻依·瑟凡尼 - 空战魔导士候补生的教官
542: [ 2015-12-02 | 24 | 01256 ] 松原穗乃花 - 黄金拼图 第二季
543: [ 2015-11-30 | 28 | 01252 ] 山乃柠檬 - 在盛夏等待OVA
544: [ 2015-11-12 | 21 | 01244 ] 森山那奈龟 - 魔法少女伊莉雅2wei Herz
545: [ 2015-12-04 | 16 | 01239 ] 色情刊物检官 - 电器街的漫画店
546: [ 2015-12-04 | 17 | 01235 ] 埃伊娜·祖尔 - 在地下城寻求邂逅是否搞错了什么
547: [ 2015-11-15 | 23 | 01233 ] 大槻唯 - 偶像大师 灰姑娘女孩
548: [ 2015-11-09 | 21 | 01232 ] 娄震华 - ChaosDragon赤龙战役
549: [ 2015-11-21 | 27 | 01227 ] 成濑优 - 丧女 TV未放送
550: [ 2015-11-11 | 20 | 01226 ] 七海春歌 - 歌之王子殿下 第三季
551: [ 2015-12-04 | 18 | 01226 ] 黑川真鱼 - 若叶女孩
552: [ 2015-11-02 | 26 | 01222 ] 莉子·弗拉梅尔 - 空战魔导士候补生的教官
553: [ 2015-11-04 | 22 | 01207 ] 汐留光 - 那就是声优
554: [ 2015-11-27 | 23 | 01206 ] 嬉野纱弓实 - 大图书馆的牧羊人
555: [ 2015-11-23 | 23 | 01201 ] 三岛 - 夏洛特
556: [ 2015-11-06 | 16 | 01190 ] 新垣雏菜 - 临时女友
557: [ 2015-11-07 | 22 | 01189 ] 绿川缬 - 希德尼娅的骑士 第二季
558: [ 2015-11-19 | 22 | 01188 ] 欺负人同学 - 银仙
559: [ 2015-11-19 | 23 | 01185 ] 菊地真 - 偶像大师剧场版
560: [ 2015-11-19 | 24 | 01181 ] 美空·惠特儿 - 空战魔导士候补生的教官
561: [ 2015-11-30 | 29 | 01180 ] 寒河江春纪 - 恶魔之谜 TV未放送
562: [ 2015-11-23 | 24 | 01179 ] 刘备玄德 - 一骑当千 Extravaganza Epoch
563: [ 2015-11-01 | 18 | 01177 ] 大宫勇 - 黄金拼图 第二季
564: [ 2015-11-27 | 24 | 01173 ] 江口夕 - 天才麻将少女 阿知贺篇SP
565: [ 2015-10-31 | 24 | 01164 ] 宫本芙蕾德莉卡 - 偶像大师 灰姑娘女孩
566: [ 2015-11-04 | 23 | 01154 ] 藤堂美沙 - 白箱
567: [ 2015-11-05 | 24 | 01153 ] 九鬼圆 - 日常系的异能战斗
568: [ 2015-11-10 | 23 | 01153 ] 比山拉拉 - 希德尼娅的骑士 第二季
569: [ 2015-12-01 | 22 | 01151 ] 织田莱香 - 要听爸爸的话OAD
570: [ 2015-11-08 | 21 | 01140 ] 浅野真澄 - 那就是声优
571: [ 2015-12-04 | 19 | 01137 ] 网文韵子 - ALDNOAH ZERO 第二季
572: [ 2015-11-04 | 24 | 01123 ] 斑鸠 - 闪乱神乐OVA
573: [ 2015-11-27 | 25 | 01123 ] 久乃木爱 - 白箱
574: [ 2015-11-30 | 30 | 01121 ] 番场真昼(真夜) - 恶魔之谜 TV未放送
575: [ 2015-11-07 | 23 | 01121 ] 小日向莓 - 临时女友
576: [ 2015-11-03 | 23 | 01117 ] 四月一日伊织 - 苍蓝钢铁的琶音DC
577: [ 2015-11-21 | 28 | 01116 ] 亚尔佛莉德 - 亚尔斯兰战记
578: [ 2015-11-29 | 24 | 01114 ] 德川千 - 百花缭乱OVA
579: [ 2015-11-01 | 19 | 01114 ] 赤羽市 - 青春×机关枪
580: [ 2015-11-04 | 25 | 01112 ] 朝日奈绘麻 - 兄弟战争OVA
581: [ 2015-12-03 | 20 | 01109 ] 八坂赖子 - 潜行吧奈亚子F
582: [ 2015-12-02 | 25 | 01108 ] 犬吠埼树 - 结城友奈是勇者
583: [ 2015-11-11 | 21 | 01105 ] 雪泉 - 闪乱神乐OVA
584: [ 2015-11-01 | 20 | 01104 ] 飞鸟美琴 - 山田君与七个魔女
585: [ 2015-12-03 | 21 | 01099 ] 春寺由梨亚 - 灰色的果实
586: [ 2015-11-10 | 24 | 01095 ] 雪村葵 - 向山进发 第二季
587: [ 2015-11-28 | 23 | 01094 ] 中城椎菜 - 甘城光辉游乐园
588: [ 2015-11-14 | 21 | 01093 ] 风羽玲奈 - 漫画家与助手们OVA
589: [ 2015-11-23 | 25 | 01092 ] 剑持诗绘那 - 恶魔之谜 TV未放送
590: [ 2015-11-19 | 25 | 01091 ] 蒂安娜·兰斯达 - 魔法少女奈叶ViVid
591: [ 2015-10-31 | 25 | 01088 ] 娜塔莎 - 世界征服谋略之星OVA
592: [ 2015-11-21 | 29 | 01086 ] 星野文奈 - 敢达创战者TRY
593: [ 2015-11-30 | 31 | 01084 ] 真奈子 - 魔物娘相伴的日常
594: [ 2015-11-22 | 22 | 01082 ] 珂罗娜·缇米尔 - 魔法少女奈叶ViVid
595: [ 2015-11-16 | 19 | 01082 ] 朝比奈桃子 - 临时女友
596: [ 2015-11-22 | 23 | 01081 ] 三浦梓 - 偶像大师剧场版
597: [ 2015-12-05 | 23 | 01077 ] 星宫莓 - 偶像活动 第三季
598: [ 2015-11-20 | 20 | 01074 ] 真柴直 - 若叶女孩
599: [ 2015-11-12 | 22 | 01072 ] 优莉·弗罗斯特尔 - 空战魔导士候补生的教官
600: [ 2015-11-02 | 27 | 01071 ] 歌尔特露特·巴克霍隆 - 强袭魔女新OVA
601: [ 2015-11-20 | 21 | 01070 ] 永仓伊万里 - 绝对双刃
602: [ 2015-11-22 | 24 | 01068 ] 让崎妮洛 - 侦探歌剧少女福尔摩斯TD
603: [ 2015-11-28 | 24 | 01067 ] 五十铃 - 记录的地平线 第二季
604: [ 2015-11-23 | 26 | 01064 ] 昴·中岛 - 魔法少女奈叶ViVid
605: [ 2015-11-18 | 22 | 01062 ] 真宫樱 - 境界之轮回
606: [ 2015-11-26 | 21 | 01057 ] 雪风·帕尼托尼 - DOG DAYS 第三季
607: [ 2015-11-12 | 23 | 01056 ] 艾露克露·伯顿 - 侦探歌剧少女福尔摩斯TD
608: [ 2015-12-02 | 26 | 01051 ] 音尾春菜 - 迷糊餐厅 第三季
609: [ 2015-11-02 | 28 | 01051 ] 馆林火奈 - 夜樱四重奏OAD
610: [ 2015-11-21 | 30 | 01048 ] 木岛西亚 - 敢达创战者TRY
611: [ 2015-11-20 | 22 | 01044 ] 猪熊美月 - 黄金拼图 第二季
612: [ 2015-10-31 | 26 | 01043 ] 御门凉子 - ToLoveRu Darkness 2nd
613: [ 2015-11-13 | 26 | 01043 ] 乌苏拉·哈特曼 - 强袭魔女新OVA
614: [ 2015-11-29 | 25 | 01040 ] 光神鲁格 - 七人魔法使
615: [ 2015-12-04 | 20 | 01039 ] 伴藤美衣乃 - 甘城光辉游乐园
616: [ 2015-11-11 | 22 | 01037 ] 高梨舞矢 - 日常系的异能战斗
617: [ 2015-11-19 | 26 | 01035 ] 猿渡真都 - 老婆是学生会长
618: [ 2015-11-03 | 24 | 01033 ] 乌尔莉卡·雷蒂斯玛 - ChaosDragon赤龙战役
619: [ 2015-11-15 | 24 | 01028 ] 贵月一花 - 在盛夏等待OVA
